clip_id,label_name,predicted_class,final_score,duration
v_ApplyEyeMakeup_g05_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.2644122838973999,0.17200422286987305
v_ApplyEyeMakeup_g05_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.26816922426223755,0.1352781057357788
v_ApplyEyeMakeup_g06_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.2899242341518402,0.1566941738128662
v_ApplyEyeMakeup_g06_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.29198187589645386,0.1549823760986328
v_ApplyEyeMakeup_g06_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.28908032178878784,0.11300757196214464
v_ApplyEyeMakeup_g06_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.28355497121810913,0.16666150093078613
v_ApplyEyeMakeup_g06_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.2924434542655945,0.13152008056640624
v_ApplyEyeMakeup_g06_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.2951001524925232,0.15781617164611816
v_ApplyEyeMakeup_g06_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.2965956926345825,0.1535263458887736
v_ApplyEyeMakeup_g07_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.2765345573425293,0.14039361476898193
v_ApplyEyeMakeup_g07_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.2753434479236603,0.1427299976348877
v_ApplyEyeMakeup_g07_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.2818860709667206,0.1592855930328369
v_ApplyEyeMakeup_g07_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.28753477334976196,0.15630779266357422
v_ApplyEyeMakeup_g07_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.27672910690307617,0.1635647416114807
v_ApplyEyeMakeup_g07_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.2800270617008209,0.14554937680562338
v_ApplyEyeMakeup_g07_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.2777777314186096,0.16678977012634277
v_ApplyLipstick_g01_c01,ApplyLipstick,ApplyLipstick,0.24284902215003967,0.15118756294250488
v_ApplyLipstick_g01_c02,ApplyLipstick,ApplyLipstick,0.23466238379478455,0.14868966738382974
v_ApplyLipstick_g01_c03,ApplyLipstick,ApplyLipstick,0.23017551004886627,0.13660309531471945
v_ApplyLipstick_g01_c04,ApplyLipstick,ApplyLipstick,0.2586209774017334,0.13278953845684344
v_ApplyLipstick_g01_c05,ApplyLipstick,ApplyLipstick,0.2663326561450958,0.1336401104927063
v_ApplyLipstick_g02_c01,ApplyLipstick,ApplyLipstick,0.252197265625,0.17044057846069335
v_ApplyLipstick_g02_c02,ApplyLipstick,ApplyLipstick,0.2505074739456177,0.16931527853012085
v_ApplyLipstick_g02_c03,ApplyLipstick,ApplyLipstick,0.25397467613220215,0.17999106645584106
v_ApplyLipstick_g02_c04,ApplyLipstick,ApplyLipstick,0.25775909423828125,0.1506500244140625
v_ApplyLipstick_g03_c01,ApplyLipstick,ApplyLipstick,0.2767462134361267,0.15437702337900797
v_ApplyLipstick_g03_c02,ApplyLipstick,ApplyLipstick,0.26100289821624756,0.16891026496887207
v_ApplyLipstick_g03_c03,ApplyLipstick,ApplyLipstick,0.2629944086074829,0.16192964712778726
v_ApplyLipstick_g03_c04,ApplyLipstick,ApplyLipstick,0.2627597749233246,0.16686415672302246
v_ApplyLipstick_g04_c01,ApplyLipstick,ApplyLipstick,0.2480194866657257,0.15841352939605713
v_ApplyLipstick_g04_c02,ApplyLipstick,ApplyLipstick,0.27496612071990967,0.15683040618896485
v_ApplyLipstick_g04_c03,ApplyLipstick,ApplyLipstick,0.2695859670639038,0.15895318984985352
v_ApplyLipstick_g04_c04,ApplyLipstick,ApplyLipstick,0.2722943425178528,0.12894956270853677
v_ApplyLipstick_g04_c05,ApplyLipstick,ApplyLipstick,0.2686103582382202,0.14426414171854654
v_ApplyLipstick_g05_c01,ApplyLipstick,ApplyLipstick,0.2586376667022705,0.12626099586486816
v_ApplyLipstick_g05_c02,ApplyLipstick,ApplyLipstick,0.25565630197525024,0.14660048484802246
v_ApplyLipstick_g05_c03,ApplyLipstick,ApplyLipstick,0.25912293791770935,0.15963107347488403
v_ApplyLipstick_g05_c04,ApplyLipstick,ApplyLipstick,0.24777166545391083,0.1822250485420227
v_ApplyLipstick_g05_c05,ApplyLipstick,ApplyLipstick,0.25359565019607544,0.1622458299001058
v_ApplyLipstick_g06_c01,ApplyLipstick,ApplyLipstick,0.22169366478919983,0.1264619380235672
v_ApplyLipstick_g06_c02,ApplyLipstick,ApplyLipstick,0.2461000680923462,0.1347232394748264
v_ApplyLipstick_g06_c03,ApplyLipstick,ApplyLipstick,0.25704529881477356,0.158310333887736
v_ApplyLipstick_g06_c04,ApplyLipstick,ApplyLipstick,0.2786518335342407,0.12875078784094918
v_ApplyLipstick_g06_c05,ApplyLipstick,ApplyLipstick,0.27939122915267944,0.11049153588034889
v_ApplyLipstick_g07_c01,ApplyLipstick,ApplyEyeMakeup,0.2697179317474365,0.11806925137837727
v_ApplyLipstick_g07_c02,ApplyLipstick,ApplyEyeMakeup,0.2743397355079651,0.15535759925842285
v_ApplyLipstick_g07_c03,ApplyLipstick,ApplyLipstick,0.2761646509170532,0.13257187604904175
v_ApplyLipstick_g07_c04,ApplyLipstick,ApplyLipstick,0.2754718065261841,0.15855868657430014
v_Archery_g01_c01,Archery,Archery,0.2989393472671509,0.16983480453491212
v_Archery_g01_c02,Archery,Archery,0.2980852723121643,0.1555013656616211
v_Archery_g01_c03,Archery,Archery,0.30015096068382263,0.15386366844177246
v_Archery_g01_c04,Archery,Archery,0.3018679618835449,0.15701022148132324
v_Archery_g01_c05,Archery,Archery,0.3038654923439026,0.1751272201538086
v_Archery_g01_c06,Archery,Archery,0.300717830657959,0.1819266676902771
v_Archery_g01_c07,Archery,Archery,0.29961729049682617,0.17245159149169922
v_Archery_g02_c01,Archery,Archery,0.2847396731376648,0.16410470008850098
v_Archery_g02_c02,Archery,Archery,0.27938514947891235,0.1652244726816813
v_Archery_g02_c03,Archery,Archery,0.27852046489715576,0.16456160545349122
v_Archery_g02_c04,Archery,Archery,0.28571778535842896,0.18095797300338745
v_Archery_g02_c05,Archery,Archery,0.28074026107788086,0.17474536895751952
v_Archery_g02_c06,Archery,Archery,0.2816731929779053,0.18866300582885742
v_Archery_g02_c07,Archery,Archery,0.2808968424797058,0.16333500544230142
v_Archery_g03_c01,Archery,Archery,0.2986367344856262,0.18992557525634765
v_Archery_g03_c02,Archery,Archery,0.2983008623123169,0.16572034358978271
v_Archery_g03_c03,Archery,Archery,0.30346736311912537,0.17486858367919922
v_Archery_g03_c04,Archery,Archery,0.3007771074771881,0.165984582901001
v_Archery_g03_c05,Archery,Archery,0.29898107051849365,0.1721017837524414
v_Archery_g04_c01,Archery,Archery,0.2849319577217102,0.15874250729878744
v_Archery_g04_c02,Archery,Archery,0.28404295444488525,0.15912532806396484
v_Archery_g04_c03,Archery,Archery,0.2909666895866394,0.17102642059326173
v_Archery_g04_c04,Archery,Archery,0.28632670640945435,0.17159080505371094
v_Archery_g04_c05,Archery,Archery,0.28889209032058716,0.17154955863952637
v_Archery_g05_c01,Archery,Archery,0.2833026647567749,0.13403712213039398
v_Archery_g05_c02,Archery,Archery,0.28212979435920715,0.13847837950053968
v_Archery_g05_c03,Archery,Archery,0.2804088592529297,0.14176276150871725
v_Archery_g05_c04,Archery,Skiing,0.2648612856864929,0.2569880485534668
v_Archery_g05_c05,Archery,Archery,0.2743794620037079,0.1581145695277623
v_Archery_g06_c01,Archery,Nunchucks,0.27557772397994995,0.19249335924784342
v_Archery_g06_c02,Archery,Archery,0.28290802240371704,0.1781102418899536
v_Archery_g06_c03,Archery,Nunchucks,0.2724124789237976,0.18899901707967123
v_Archery_g06_c04,Archery,Archery,0.28552764654159546,0.1741725206375122
v_Archery_g06_c05,Archery,Archery,0.28430819511413574,0.17082200050354004
v_Archery_g06_c06,Archery,Archery,0.28192877769470215,0.16753878593444824
v_Archery_g07_c01,Archery,Archery,0.2645784020423889,0.16947275400161743
v_Archery_g07_c02,Archery,Archery,0.2676137089729309,0.19501129786173502
v_Archery_g07_c03,Archery,Archery,0.259687215089798,0.27445197105407715
v_Archery_g07_c04,Archery,Archery,0.25958549976348877,0.25244593620300293
v_Archery_g07_c05,Archery,Archery,0.24802562594413757,0.206250270207723
v_Archery_g07_c06,Archery,Archery,0.270343154668808,0.18680175145467123
v_BabyCrawling_g01_c01,BabyCrawling,BabyCrawling,0.32837504148483276,0.15826419989267984
v_BabyCrawling_g01_c02,BabyCrawling,BabyCrawling,0.3290672302246094,0.15639030933380127
v_BabyCrawling_g01_c03,BabyCrawling,BabyCrawling,0.3286258578300476,0.17458999156951904
v_BabyCrawling_g01_c04,BabyCrawling,BabyCrawling,0.3292577266693115,0.14368322491645813
v_BabyCrawling_g02_c01,BabyCrawling,BabyCrawling,0.31693345308303833,0.16457045078277588
v_BabyCrawling_g02_c02,BabyCrawling,BabyCrawling,0.3274364471435547,0.1686994433403015
v_BabyCrawling_g02_c03,BabyCrawling,BabyCrawling,0.33273354172706604,0.1718442440032959
v_BabyCrawling_g02_c04,BabyCrawling,BabyCrawling,0.33710789680480957,0.1849856972694397
v_BabyCrawling_g02_c05,BabyCrawling,BabyCrawling,0.3313208222389221,0.20102794965108237
v_BabyCrawling_g02_c06,BabyCrawling,BabyCrawling,0.3375968337059021,0.15335117067609513
v_BabyCrawling_g03_c01,BabyCrawling,BabyCrawling,0.3282734453678131,0.1347273886203766
v_BabyCrawling_g03_c02,BabyCrawling,BabyCrawling,0.3251590132713318,0.14752531051635742
v_BabyCrawling_g03_c03,BabyCrawling,BabyCrawling,0.32110726833343506,0.16148458208356584
v_BabyCrawling_g03_c04,BabyCrawling,BabyCrawling,0.33266380429267883,0.15758899280003139
v_BabyCrawling_g04_c01,BabyCrawling,BabyCrawling,0.32129496335983276,0.17162036895751953
v_BabyCrawling_g04_c02,BabyCrawling,BabyCrawling,0.31693726778030396,0.15511480967203775
v_BabyCrawling_g04_c03,BabyCrawling,BabyCrawling,0.324171781539917,0.1645511786142985
v_BabyCrawling_g04_c04,BabyCrawling,BabyCrawling,0.30345430970191956,0.16068083899361746
v_BabyCrawling_g05_c01,BabyCrawling,BabyCrawling,0.3298484683036804,0.14084091782569885
v_BabyCrawling_g05_c02,BabyCrawling,BabyCrawling,0.32905322313308716,0.15312259537833078
v_BabyCrawling_g05_c03,BabyCrawling,BabyCrawling,0.33644726872444153,0.13634128570556642
v_BabyCrawling_g05_c04,BabyCrawling,BabyCrawling,0.3349819779396057,0.14022916555404663
v_BabyCrawling_g05_c05,BabyCrawling,BabyCrawling,0.3315182626247406,0.1617131233215332
v_BabyCrawling_g06_c01,BabyCrawling,BabyCrawling,0.3209790587425232,0.14705729484558105
v_BabyCrawling_g06_c02,BabyCrawling,BabyCrawling,0.3063589930534363,0.16604785124460855
v_BabyCrawling_g06_c03,BabyCrawling,BabyCrawling,0.3292539119720459,0.15634690012250627
v_BabyCrawling_g06_c04,BabyCrawling,BabyCrawling,0.3144211173057556,0.18192827701568604
v_BabyCrawling_g06_c05,BabyCrawling,BabyCrawling,0.3243948221206665,0.1302785873413086
v_BabyCrawling_g06_c06,BabyCrawling,BabyCrawling,0.32764512300491333,0.13813220370899548
v_BabyCrawling_g07_c01,BabyCrawling,BabyCrawling,0.3387337923049927,0.16306015423366002
v_BabyCrawling_g07_c02,BabyCrawling,BabyCrawling,0.32731905579566956,0.16459460258483888
v_BabyCrawling_g07_c03,BabyCrawling,BabyCrawling,0.33130717277526855,0.16738398869832358
v_BabyCrawling_g07_c04,BabyCrawling,BabyCrawling,0.3337394595146179,0.14356762170791626
v_BabyCrawling_g07_c05,BabyCrawling,BabyCrawling,0.32922983169555664,0.1759352207183838
v_BabyCrawling_g07_c06,BabyCrawling,BabyCrawling,0.33342695236206055,0.1654209750039237
v_BalanceBeam_g01_c01,BalanceBeam,UnevenBars,0.3018191456794739,0.16804580688476561
v_BalanceBeam_g01_c02,BalanceBeam,UnevenBars,0.29819750785827637,0.19453533490498862
v_BalanceBeam_g01_c03,BalanceBeam,UnevenBars,0.2931879162788391,0.18255317211151123
v_BalanceBeam_g01_c04,BalanceBeam,UnevenBars,0.3004797697067261,0.1918485164642334
v_BalanceBeam_g02_c01,BalanceBeam,UnevenBars,0.2743416726589203,0.20839333534240723
v_BalanceBeam_g02_c02,BalanceBeam,UnevenBars,0.2846211791038513,0.19385969638824463
v_BalanceBeam_g02_c03,BalanceBeam,UnevenBars,0.2948203682899475,0.23836612701416016
v_BalanceBeam_g02_c04,BalanceBeam,UnevenBars,0.29413723945617676,0.17330899238586425
v_BalanceBeam_g03_c01,BalanceBeam,UnevenBars,0.2796558141708374,0.16575612340654647
v_BalanceBeam_g03_c02,BalanceBeam,UnevenBars,0.274924635887146,0.1877632737159729
v_BalanceBeam_g03_c03,BalanceBeam,UnevenBars,0.2859758734703064,0.18159949779510498
v_BalanceBeam_g03_c04,BalanceBeam,UnevenBars,0.26894283294677734,0.20461098353068033
v_BalanceBeam_g04_c01,BalanceBeam,UnevenBars,0.28216731548309326,0.17947369813919067
v_BalanceBeam_g04_c02,BalanceBeam,UnevenBars,0.28582698106765747,0.14045175909996033
v_BalanceBeam_g04_c03,BalanceBeam,UnevenBars,0.2852332890033722,0.1708801587422689
v_BalanceBeam_g04_c04,BalanceBeam,UnevenBars,0.28951436281204224,0.1944793701171875
v_BalanceBeam_g05_c01,BalanceBeam,UnevenBars,0.266532838344574,0.15423095226287842
v_BalanceBeam_g05_c02,BalanceBeam,UnevenBars,0.2875134348869324,0.17040377855300903
v_BalanceBeam_g05_c03,BalanceBeam,UnevenBars,0.2753658890724182,0.16910678148269653
v_BalanceBeam_g05_c04,BalanceBeam,UnevenBars,0.29078856110572815,0.16410446166992188
v_BalanceBeam_g06_c01,BalanceBeam,UnevenBars,0.2942385673522949,0.18970268964767456
v_BalanceBeam_g06_c02,BalanceBeam,UnevenBars,0.30963119864463806,0.18535226583480835
v_BalanceBeam_g06_c03,BalanceBeam,UnevenBars,0.26787829399108887,0.1710824966430664
v_BalanceBeam_g06_c04,BalanceBeam,UnevenBars,0.3022083640098572,0.17160499095916748
v_BalanceBeam_g06_c05,BalanceBeam,UnevenBars,0.2946786880493164,0.1720232367515564
v_BalanceBeam_g06_c06,BalanceBeam,UnevenBars,0.3058434724807739,0.18092501163482666
v_BalanceBeam_g06_c07,BalanceBeam,UnevenBars,0.31671398878097534,0.1887960433959961
v_BalanceBeam_g07_c01,BalanceBeam,UnevenBars,0.27129799127578735,0.20940963427225748
v_BalanceBeam_g07_c02,BalanceBeam,UnevenBars,0.296298086643219,0.1888437271118164
v_BalanceBeam_g07_c03,BalanceBeam,UnevenBars,0.2865627110004425,0.1504007407597133
v_BalanceBeam_g07_c04,BalanceBeam,UnevenBars,0.28954073786735535,0.1724187731742859
v_BandMarching_g01_c01,BandMarching,BandMarching,0.30043184757232666,0.1626556714375814
v_BandMarching_g01_c02,BandMarching,BandMarching,0.306595116853714,0.16699286301930746
v_BandMarching_g01_c03,BandMarching,BandMarching,0.28333616256713867,0.16638600826263428
v_BandMarching_g01_c04,BandMarching,BandMarching,0.28642135858535767,0.16408812999725342
v_BandMarching_g01_c05,BandMarching,BandMarching,0.2984490990638733,0.15444950262705484
v_BandMarching_g01_c06,BandMarching,BandMarching,0.30613264441490173,0.17442397276560465
v_BandMarching_g01_c07,BandMarching,BandMarching,0.29794007539749146,0.18888401985168457
v_BandMarching_g02_c01,BandMarching,BandMarching,0.2817731499671936,0.16715780893961588
v_BandMarching_g02_c02,BandMarching,BandMarching,0.2817731499671936,0.16792535781860352
v_BandMarching_g02_c03,BandMarching,BandMarching,0.2860645055770874,0.18047356605529785
v_BandMarching_g02_c04,BandMarching,BandMarching,0.2830634117126465,0.17993860244750975
v_BandMarching_g02_c05,BandMarching,BandMarching,0.2797190546989441,0.18429098129272461
v_BandMarching_g02_c06,BandMarching,BandMarching,0.28812241554260254,0.1845489501953125
v_BandMarching_g02_c07,BandMarching,BandMarching,0.2837364673614502,0.17205262184143066
v_BandMarching_g03_c01,BandMarching,BandMarching,0.2781817317008972,0.1374779258455549
v_BandMarching_g03_c02,BandMarching,BandMarching,0.2957577705383301,0.1357054909070333
v_BandMarching_g03_c03,BandMarching,MilitaryParade,0.2966342270374298,0.14012370109558106
v_BandMarching_g03_c04,BandMarching,MilitaryParade,0.2864568829536438,0.1358432024717331
v_BandMarching_g03_c05,BandMarching,MilitaryParade,0.29625940322875977,0.12723199526468912
v_BandMarching_g03_c06,BandMarching,BandMarching,0.26461562514305115,0.13903427124023438
v_BandMarching_g03_c07,BandMarching,BandMarching,0.2657615542411804,0.12905367215474448
v_BandMarching_g04_c01,BandMarching,MilitaryParade,0.2854510545730591,0.12515920003255207
v_BandMarching_g04_c02,BandMarching,BandMarching,0.28070777654647827,0.14873559134347097
v_BandMarching_g04_c03,BandMarching,BandMarching,0.28168565034866333,0.1559278964996338
v_BandMarching_g04_c04,BandMarching,BandMarching,0.28528016805648804,0.15681151549021402
v_BandMarching_g05_c01,BandMarching,BandMarching,0.3007888197898865,0.22028350830078125
v_BandMarching_g05_c02,BandMarching,BandMarching,0.29363858699798584,0.18263602256774902
v_BandMarching_g05_c03,BandMarching,BandMarching,0.3040112257003784,0.1869349956512451
v_BandMarching_g05_c04,BandMarching,BandMarching,0.3029336631298065,0.19840073585510254
v_BandMarching_g05_c05,BandMarching,BandMarching,0.29934048652648926,0.19863597551981607
v_BandMarching_g05_c06,BandMarching,BandMarching,0.30317360162734985,0.2020715872446696
v_BandMarching_g05_c07,BandMarching,BandMarching,0.2983667254447937,0.17841633160909018
v_BandMarching_g06_c01,BandMarching,BandMarching,0.2621119022369385,0.17811870574951172
v_BandMarching_g06_c02,BandMarching,BandMarching,0.2630702257156372,0.1574796438217163
v_BandMarching_g06_c03,BandMarching,BandMarching,0.2591125965118408,0.18052303791046143
v_BandMarching_g06_c04,BandMarching,BandMarching,0.2561803460121155,0.18087327480316162
v_BandMarching_g07_c01,BandMarching,BandMarching,0.29520663619041443,0.1944429874420166
v_BandMarching_g07_c02,BandMarching,BandMarching,0.2998003363609314,0.18322604894638062
v_BandMarching_g07_c03,BandMarching,BandMarching,0.29464805126190186,0.1550159454345703
v_BandMarching_g07_c04,BandMarching,BandMarching,0.2958613932132721,0.16389665603637696
v_BandMarching_g07_c05,BandMarching,BandMarching,0.2986947298049927,0.16796481609344482
v_BandMarching_g07_c06,BandMarching,BandMarching,0.29257261753082275,0.17502341270446778
v_BandMarching_g07_c07,BandMarching,BandMarching,0.29257261753082275,0.18082761764526367
v_BaseballPitch_g01_c01,BaseballPitch,FrisbeeCatch,0.2817462980747223,0.187361478805542
v_BaseballPitch_g01_c02,BaseballPitch,FrisbeeCatch,0.27978262305259705,0.1819785237312317
v_BaseballPitch_g01_c03,BaseballPitch,FrisbeeCatch,0.2935968041419983,0.17802971601486206
v_BaseballPitch_g01_c04,BaseballPitch,FrisbeeCatch,0.2883279621601105,0.18513822555541992
v_BaseballPitch_g01_c05,BaseballPitch,FrisbeeCatch,0.2913234233856201,0.18362855911254883
v_BaseballPitch_g01_c06,BaseballPitch,FrisbeeCatch,0.2846597135066986,0.1920490264892578
v_BaseballPitch_g02_c01,BaseballPitch,BaseballPitch,0.2894296646118164,0.19969932238260904
v_BaseballPitch_g02_c02,BaseballPitch,BaseballPitch,0.28373217582702637,0.2057324250539144
v_BaseballPitch_g02_c03,BaseballPitch,BaseballPitch,0.2861199975013733,0.18483535448710123
v_BaseballPitch_g02_c04,BaseballPitch,BaseballPitch,0.2834630012512207,0.1834437052408854
v_BaseballPitch_g03_c01,BaseballPitch,BaseballPitch,0.2689095735549927,0.18542170524597168
v_BaseballPitch_g03_c02,BaseballPitch,BaseballPitch,0.26634669303894043,0.17587250471115112
v_BaseballPitch_g03_c03,BaseballPitch,BaseballPitch,0.25493404269218445,0.1908698876698812
v_BaseballPitch_g03_c04,BaseballPitch,BaseballPitch,0.26839524507522583,0.19849109649658203
v_BaseballPitch_g03_c05,BaseballPitch,BaseballPitch,0.2674136459827423,0.20427234967549643
v_BaseballPitch_g03_c06,BaseballPitch,BaseballPitch,0.26807868480682373,0.20382928848266602
v_BaseballPitch_g03_c07,BaseballPitch,BaseballPitch,0.26780304312705994,0.18025153875350952
v_BaseballPitch_g04_c01,BaseballPitch,BaseballPitch,0.27664434909820557,0.14142662286758423
v_BaseballPitch_g04_c02,BaseballPitch,BaseballPitch,0.2757653594017029,0.17853397130966187
v_BaseballPitch_g04_c03,BaseballPitch,BaseballPitch,0.2739993929862976,0.1880829930305481
v_BaseballPitch_g04_c04,BaseballPitch,BaseballPitch,0.2773103713989258,0.19625049829483032
v_BaseballPitch_g04_c05,BaseballPitch,BaseballPitch,0.2666640877723694,0.2073724865913391
v_BaseballPitch_g05_c01,BaseballPitch,BaseballPitch,0.2700653076171875,0.1920577883720398
v_BaseballPitch_g05_c02,BaseballPitch,BaseballPitch,0.2481115609407425,0.18525350093841553
v_BaseballPitch_g05_c03,BaseballPitch,BaseballPitch,0.25350436568260193,0.18141049146652222
v_BaseballPitch_g05_c04,BaseballPitch,BaseballPitch,0.2520979642868042,0.20188474655151367
v_BaseballPitch_g05_c05,BaseballPitch,BaseballPitch,0.247493714094162,0.22349206606547037
v_BaseballPitch_g05_c06,BaseballPitch,BaseballPitch,0.264447957277298,0.19124799966812134
v_BaseballPitch_g05_c07,BaseballPitch,BaseballPitch,0.25266391038894653,0.19974430402119955
v_BaseballPitch_g06_c01,BaseballPitch,BaseballPitch,0.2508002519607544,0.18056851625442505
v_BaseballPitch_g06_c02,BaseballPitch,BaseballPitch,0.25670063495635986,0.1793519655863444
v_BaseballPitch_g06_c03,BaseballPitch,BaseballPitch,0.25527501106262207,0.1769229769706726
v_BaseballPitch_g06_c04,BaseballPitch,BaseballPitch,0.253866970539093,0.293226957321167
v_BaseballPitch_g06_c05,BaseballPitch,BaseballPitch,0.25244373083114624,0.2028186321258545
v_BaseballPitch_g06_c06,BaseballPitch,BaseballPitch,0.26451554894447327,0.2140807310740153
v_BaseballPitch_g06_c07,BaseballPitch,BaseballPitch,0.2612600326538086,0.21333932876586914
v_BaseballPitch_g07_c01,BaseballPitch,BaseballPitch,0.2901238203048706,0.19210735956827799
v_BaseballPitch_g07_c02,BaseballPitch,BaseballPitch,0.2915482521057129,0.16794562339782715
v_BaseballPitch_g07_c03,BaseballPitch,BaseballPitch,0.28793346881866455,0.190075953801473
v_BaseballPitch_g07_c04,BaseballPitch,BaseballPitch,0.2903401255607605,0.18205706278483072
v_BaseballPitch_g07_c05,BaseballPitch,BaseballPitch,0.28862321376800537,0.20715069770812988
v_BaseballPitch_g07_c06,BaseballPitch,BaseballPitch,0.2910785675048828,0.20817836125691733
v_BaseballPitch_g07_c07,BaseballPitch,BaseballPitch,0.2902458906173706,0.21874221165974936
v_Basketball_g01_c01,Basketball,BasketballDunk,0.2764243185520172,0.18978457450866698
v_Basketball_g01_c02,Basketball,BasketballDunk,0.28304988145828247,0.17062294483184814
v_Basketball_g01_c03,Basketball,BasketballDunk,0.2781713008880615,0.15298216683523996
v_Basketball_g01_c04,Basketball,BasketballDunk,0.2851278781890869,0.20162999629974365
v_Basketball_g01_c05,Basketball,BasketballDunk,0.279075026512146,0.17451438903808594
v_Basketball_g01_c06,Basketball,BasketballDunk,0.2805691063404083,0.18352155685424804
v_Basketball_g01_c07,Basketball,BasketballDunk,0.28244704008102417,0.1785370111465454
v_Basketball_g02_c01,Basketball,BasketballDunk,0.27824437618255615,0.24537503719329834
v_Basketball_g02_c02,Basketball,BasketballDunk,0.2868915796279907,0.23719704151153564
v_Basketball_g02_c03,Basketball,BasketballDunk,0.29961273074150085,0.2038237452507019
v_Basketball_g02_c04,Basketball,BasketballDunk,0.2891523838043213,0.21329434712727866
v_Basketball_g02_c05,Basketball,BasketballDunk,0.29484865069389343,0.17239627838134766
v_Basketball_g02_c06,Basketball,BasketballDunk,0.29610675573349,0.18130240440368653
v_Basketball_g03_c01,Basketball,BasketballDunk,0.30917227268218994,0.17935256958007811
