clip_id,label_name,predicted_class,intent_score,motion_score,object_score,final_score,duration
v_ApplyEyeMakeup_g03_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.2612203359603882,0.24369435012340546,0.2207346260547638,0.24611279368400574,0.026006562369210378
v_ApplyEyeMakeup_g03_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.2615804076194763,0.25475195050239563,0.20880666375160217,0.24829427897930145,0.02655482292175293
v_ApplyEyeMakeup_g03_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.25527849793434143,0.24304518103599548,0.20431260764598846,0.2401919960975647,0.026945769786834717
v_ApplyEyeMakeup_g03_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.25762900710105896,0.2538677453994751,0.21285134553909302,0.24716895818710327,0.027447521686553955
v_ApplyEyeMakeup_g03_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.26073920726776123,0.25094690918922424,0.21322019398212433,0.24731849133968353,0.026452398300170897
v_ApplyEyeMakeup_g03_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.2425672560930252,0.22908860445022583,0.19601494073867798,0.2278653383255005,0.025965293248494465
v_ApplyEyeMakeup_g04_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.23734965920448303,0.23562857508659363,0.20794400572776794,0.23078009486198425,0.027090024948120118
v_ApplyEyeMakeup_g04_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.24934247136116028,0.24943006038665771,0.21288275718688965,0.24208557605743408,0.026020574569702148
v_ApplyEyeMakeup_g04_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.20708414912223816,0.23169764876365662,0.18650975823402405,0.21281468868255615,0.026924431324005127
v_ApplyEyeMakeup_g04_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.2543124556541443,0.2500452697277069,0.2147422432899475,0.24469155073165894,0.026133435113089427
v_ApplyEyeMakeup_g04_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.2395285964012146,0.2476312220096588,0.2092086374759674,0.23670566082000732,0.027208983898162842
v_ApplyEyeMakeup_g04_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.24059727787971497,0.24452342092990875,0.20878159999847412,0.23580460250377655,0.025690317153930664
v_ApplyEyeMakeup_g04_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.23121416568756104,0.2446925938129425,0.2001965045928955,0.23040200769901276,0.026545484860738117
v_ApplyEyeMakeup_g05_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.2414935678243637,0.2557656466960907,0.2124178260564804,0.2413872480392456,0.025814374287923176
v_ApplyEyeMakeup_g05_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.22896696627140045,0.24672788381576538,0.2075469046831131,0.2317873239517212,0.025574339760674372
v_ApplyEyeMakeup_g05_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.22803227603435516,0.23952549695968628,0.2078235149383545,0.228587806224823,0.026236534118652344
v_ApplyEyeMakeup_g05_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.22896495461463928,0.2425498217344284,0.20644250512123108,0.22989442944526672,0.0258502619607108
v_ApplyEyeMakeup_g05_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.23406608402729034,0.23805668950080872,0.20594723522663116,0.23003855347633362,0.025839149951934814
v_ApplyEyeMakeup_g05_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.21893563866615295,0.22880135476589203,0.20220279693603516,0.21953535079956055,0.02796393632888794
v_ApplyEyeMakeup_g05_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.23329660296440125,0.24045759439468384,0.20267349481582642,0.23003637790679932,0.025799483060836792
v_ApplyEyeMakeup_g06_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.26155319809913635,0.2721799314022064,0.21646183729171753,0.25678563117980957,0.0268373966217041
v_ApplyEyeMakeup_g06_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.2680167257785797,0.26949483156204224,0.2235996127128601,0.25972455739974976,0.026527786254882814
v_ApplyEyeMakeup_g06_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.2654627859592438,0.2625986337661743,0.221431165933609,0.2555108070373535,0.025868230395846896
v_ApplyEyeMakeup_g06_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.2494482398033142,0.2608151137828827,0.21672725677490234,0.2474507987499237,0.02616351842880249
v_ApplyEyeMakeup_g06_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.2647797465324402,0.27032729983329773,0.21505942940711975,0.25705471634864807,0.02588841915130615
v_ApplyEyeMakeup_g06_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.27032750844955444,0.26458537578582764,0.2191094309091568,0.2577870488166809,0.025005197525024413
v_ApplyEyeMakeup_g06_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.2617398500442505,0.2703658640384674,0.2236962765455246,0.25758153200149536,0.026387691497802734
v_ApplyEyeMakeup_g07_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.2297424077987671,0.24833296239376068,0.1921154409646988,0.2296532392501831,0.024988770484924316
v_ApplyEyeMakeup_g07_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.2373349815607071,0.2507789731025696,0.18849888443946838,0.23294536769390106,0.026636679967244465
v_ApplyEyeMakeup_g07_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.2621840834617615,0.254932701587677,0.20523717999458313,0.24789415299892426,0.026320981979370116
v_ApplyEyeMakeup_g07_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.25951504707336426,0.2649168372154236,0.20480242371559143,0.25073325634002686,0.027611446380615235
v_ApplyEyeMakeup_g07_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.2473304271697998,0.24521221220493317,0.2080063819885254,0.23861834406852722,0.025717496871948242
v_ApplyEyeMakeup_g07_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.243850439786911,0.2584516406059265,0.19660094380378723,0.24024102091789246,0.02683401107788086
v_ApplyEyeMakeup_g07_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.2550743520259857,0.25980621576309204,0.19510288536548615,0.2449728101491928,0.027293503284454346
v_ApplyLipstick_g01_c01,ApplyLipstick,ApplyLipstick,0.21607957780361176,0.2040003091096878,0.19059573113918304,0.2061511129140854,0.02817258834838867
v_ApplyLipstick_g01_c02,ApplyLipstick,ApplyLipstick,0.2022097110748291,0.1966247707605362,0.17491015791893005,0.19451582431793213,0.026077826817830402
v_ApplyLipstick_g01_c03,ApplyLipstick,ApplyLipstick,0.20711839199066162,0.19065505266189575,0.17420777678489685,0.19395093619823456,0.025467525828968395
v_ApplyLipstick_g01_c04,ApplyLipstick,ApplyLipstick,0.23640015721321106,0.20053648948669434,0.2016511857509613,0.21510490775108337,0.030749082565307617
v_ApplyLipstick_g01_c05,ApplyLipstick,ApplyLipstick,0.23914778232574463,0.19559809565544128,0.20509827136993408,0.21491801738739014,0.02635475993156433
v_ApplyLipstick_g02_c01,ApplyLipstick,ApplyLipstick,0.21894288063049316,0.18208014965057373,0.18849948048591614,0.19810910522937775,0.0265200138092041
v_ApplyLipstick_g02_c02,ApplyLipstick,ApplyEyeMakeup,0.22129595279693604,0.18094338476657867,0.19251972436904907,0.1993996798992157,0.02747821807861328
v_ApplyLipstick_g02_c03,ApplyLipstick,ApplyLipstick,0.22344163060188293,0.19064758718013763,0.1882132738828659,0.2032783478498459,0.026992738246917725
v_ApplyLipstick_g02_c04,ApplyLipstick,ApplyLipstick,0.2217465490102768,0.1882229447364807,0.19349107146263123,0.20268601179122925,0.02580458777291434
v_ApplyLipstick_g03_c01,ApplyLipstick,ApplyLipstick,0.2408837378025055,0.1931239366531372,0.21408529579639435,0.21642012894153595,0.026255051294962566
v_ApplyLipstick_g03_c02,ApplyLipstick,ApplyLipstick,0.19967567920684814,0.19384637475013733,0.17227520048618317,0.19186387956142426,0.027291715145111084
v_ApplyLipstick_g03_c03,ApplyLipstick,ApplyLipstick,0.214570552110672,0.19743354618549347,0.19347219169139862,0.2034960836172104,0.0269243319829305
v_ApplyLipstick_g03_c04,ApplyLipstick,ApplyLipstick,0.23042763769626617,0.20609231293201447,0.20352713763713837,0.21531341969966888,0.026584815979003907
v_ApplyLipstick_g04_c01,ApplyLipstick,ApplyEyeMakeup,0.21009071171283722,0.19453145563602448,0.19096896052360535,0.20004266500473022,0.027617931365966797
v_ApplyLipstick_g04_c02,ApplyLipstick,ApplyLipstick,0.24012325704097748,0.21788057684898376,0.18177096545696259,0.21955573558807373,0.025314760208129884
v_ApplyLipstick_g04_c03,ApplyLipstick,ApplyLipstick,0.24320372939109802,0.20788010954856873,0.18480277061462402,0.21739409863948822,0.025263166427612303
v_ApplyLipstick_g04_c04,ApplyLipstick,ApplyLipstick,0.25178149342536926,0.21493162214756012,0.19506914913654327,0.22569908201694489,0.023394876056247287
v_ApplyLipstick_g04_c05,ApplyLipstick,ApplyLipstick,0.24709224700927734,0.21925586462020874,0.19561180472373962,0.22566160559654236,0.026587843894958496
v_ApplyLipstick_g05_c01,ApplyLipstick,ApplyLipstick,0.2639845013618469,0.20876216888427734,0.22419679164886475,0.2339380383491516,0.026215155919392902
v_ApplyLipstick_g05_c02,ApplyLipstick,ApplyLipstick,0.259647935628891,0.20887508988380432,0.21842631697654724,0.23109447956085205,0.026654481887817383
v_ApplyLipstick_g05_c03,ApplyLipstick,ApplyLipstick,0.25803959369659424,0.20116470754146576,0.2277880311012268,0.2292393296957016,0.026719987392425537
v_ApplyLipstick_g05_c04,ApplyLipstick,ApplyLipstick,0.23932579159736633,0.2107829600572586,0.21154066920280457,0.22235164046287537,0.024983763694763184
v_ApplyLipstick_g05_c05,ApplyLipstick,ApplyLipstick,0.2515571713447571,0.19549007713794708,0.2329551875591278,0.22540995478630066,0.02562399705251058
v_ApplyLipstick_g06_c01,ApplyLipstick,ApplyLipstick,0.2057410180568695,0.21164587140083313,0.17162282764911652,0.20127932727336884,0.023714810609817505
v_ApplyLipstick_g06_c02,ApplyLipstick,ApplyLipstick,0.25519710779190063,0.20373982191085815,0.1993810534477234,0.22345098853111267,0.024022208319769964
v_ApplyLipstick_g06_c03,ApplyLipstick,ApplyLipstick,0.253970742225647,0.1992766112089157,0.20733977854251862,0.2227669060230255,0.024108330408732098
v_ApplyLipstick_g06_c04,ApplyLipstick,ApplyLipstick,0.2580421566963196,0.1996370255947113,0.20780199766159058,0.22463206946849823,0.023500839869181316
v_ApplyLipstick_g06_c05,ApplyLipstick,ApplyLipstick,0.25352680683135986,0.19539868831634521,0.2276507019996643,0.2251003384590149,0.022334814071655273
v_ApplyLipstick_g07_c01,ApplyLipstick,ApplyEyeMakeup,0.23914428055286407,0.21156379580497742,0.2289872169494629,0.22608068585395813,0.0234478579627143
v_ApplyLipstick_g07_c02,ApplyLipstick,ApplyEyeMakeup,0.232395738363266,0.20343554019927979,0.22048024833202362,0.2184285670518875,0.02349381446838379
v_ApplyLipstick_g07_c03,ApplyLipstick,ApplyEyeMakeup,0.22295264899730682,0.18957623839378357,0.21426984667778015,0.20786552131175995,0.02425205707550049
v_ApplyLipstick_g07_c04,ApplyLipstick,ApplyEyeMakeup,0.2232089787721634,0.18904492259025574,0.21690721809864044,0.20828300714492798,0.025018493334452312
v_Archery_g01_c01,Archery,HulaHoop,0.2592658996582031,0.2553708851337433,0.24192795157432556,0.2542403042316437,0.02591714859008789
v_Archery_g01_c02,Archery,Archery,0.26338469982147217,0.18520627915859222,0.2500424087047577,0.22944489121437073,0.025604963302612305
v_Archery_g01_c03,Archery,Archery,0.2631482779979706,0.18364466726779938,0.25366947054862976,0.22945107519626617,0.025375843048095703
v_Archery_g01_c04,Archery,Archery,0.2697516679763794,0.1871161311864853,0.2579023540019989,0.23432759940624237,0.026285743713378905
v_Archery_g01_c05,Archery,Archery,0.2671191692352295,0.1846132129430771,0.2612077593803406,0.23293450474739075,0.02488284111022949
v_Archery_g01_c06,Archery,JavelinThrow,0.24158406257629395,0.2439773678779602,0.21385714411735535,0.23699599504470825,0.02367156744003296
v_Archery_g01_c07,Archery,HulaHoop,0.24907077848911285,0.2488330900669098,0.2339593768119812,0.24595344066619873,0.023645782470703126
v_Archery_g02_c01,Archery,JavelinThrow,0.229111447930336,0.24305200576782227,0.2152450680732727,0.23191440105438232,0.024796128273010254
v_Archery_g02_c02,Archery,JavelinThrow,0.22662419080734253,0.2359062284231186,0.21020080149173737,0.22705233097076416,0.024254798889160156
v_Archery_g02_c03,Archery,Archery,0.24452470242977142,0.20930074155330658,0.2556871771812439,0.23266761004924774,0.026222753524780273
v_Archery_g02_c04,Archery,Archery,0.23380890488624573,0.20690713822841644,0.24411316215991974,0.2251090705394745,0.023705482482910156
v_Archery_g02_c05,Archery,JavelinThrow,0.23072907328605652,0.24136671423912048,0.21310614049434662,0.23145954310894012,0.026244735717773436
v_Archery_g02_c06,Archery,Archery,0.2468203455209732,0.2043927013874054,0.25604331493377686,0.23169387876987457,0.023701727390289307
v_Archery_g02_c07,Archery,JavelinThrow,0.2330920696258545,0.24313253164291382,0.2138873189687729,0.23326730728149414,0.02534051736195882
v_Archery_g03_c01,Archery,Archery,0.2758287787437439,0.20223046839237213,0.2742632031440735,0.24607634544372559,0.026804018020629882
v_Archery_g03_c02,Archery,Archery,0.2671719789505005,0.1907440423965454,0.2668260931968689,0.23653163015842438,0.025105834007263184
v_Archery_g03_c03,Archery,Archery,0.2596895694732666,0.17176251113414764,0.24845290184020996,0.2222714126110077,0.02650938034057617
v_Archery_g03_c04,Archery,Archery,0.25508254766464233,0.16823823750019073,0.2498236745595932,0.21929305791854858,0.02587118148803711
v_Archery_g03_c05,Archery,Archery,0.255237877368927,0.1807851344347,0.2571079134941101,0.2258307933807373,0.025425004959106445
v_Archery_g04_c01,Archery,Archery,0.25662338733673096,0.1971983164548874,0.25799599289894104,0.2331278920173645,0.02469150225321452
v_Archery_g04_c02,Archery,Archery,0.2561686933040619,0.19512946903705597,0.25303441286087036,0.23112615942955017,0.02522134780883789
v_Archery_g04_c03,Archery,Archery,0.25629353523254395,0.18755893409252167,0.251387357711792,0.22781845927238464,0.026719999313354493
v_Archery_g04_c04,Archery,Archery,0.2532508373260498,0.19903770089149475,0.2573539912700653,0.23238621652126312,0.027052974700927733
v_Archery_g04_c05,Archery,Archery,0.2526262104511261,0.18906237185001373,0.2594894766807556,0.22857333719730377,0.02620415687561035
v_Archery_g05_c01,Archery,Archery,0.2682962715625763,0.19594144821166992,0.2629226744174957,0.23827964067459106,0.023669511079788208
v_Archery_g05_c02,Archery,Archery,0.2749142050743103,0.19106903672218323,0.26549264788627625,0.23949182033538818,0.03464678714149877
v_Archery_g05_c03,Archery,Archery,0.2753363251686096,0.19558608531951904,0.2708342671394348,0.24253582954406738,0.03849047773024615
v_Archery_g05_c04,Archery,JavelinThrow,0.23090043663978577,0.23625878989696503,0.1856415569782257,0.2239920049905777,0.048079490661621094
v_Archery_g05_c05,Archery,JavelinThrow,0.24556440114974976,0.24844270944595337,0.21454814076423645,0.24051249027252197,0.023728132247924805
v_Archery_g06_c01,Archery,Nunchucks,0.24339497089385986,0.24603107571601868,0.2097008377313614,0.23771058022975922,0.03436430295308431
v_Archery_g06_c02,Archery,Archery,0.2506837844848633,0.19657620787620544,0.2385326325893402,0.22661052644252777,0.023880481719970703
v_Archery_g06_c03,Archery,HulaHoop,0.24573096632957458,0.24415379762649536,0.21140725910663605,0.23823535442352295,0.025284369786580402
v_Archery_g06_c04,Archery,Archery,0.25069472193717957,0.18976116180419922,0.2520673871040344,0.22659583389759064,0.026646554470062256
v_Archery_g06_c05,Archery,Archery,0.25399258732795715,0.19184459745883942,0.2527136504650116,0.22887760400772095,0.02313261032104492
v_Archery_g06_c06,Archery,HulaHoop,0.2411217987537384,0.24304687976837158,0.21259646117687225,0.23618677258491516,0.026319408416748048
v_Archery_g07_c01,Archery,Archery,0.24725396931171417,0.20291154086589813,0.24856385588645935,0.22977899014949799,0.023427963256835938
v_Archery_g07_c02,Archery,Archery,0.2532537877559662,0.19697783887386322,0.2550213932991028,0.23109692335128784,0.025156339009602863
v_Archery_g07_c03,Archery,Archery,0.2436414659023285,0.19509544968605042,0.24531932175159454,0.22455862164497375,0.026547908782958984
v_Archery_g07_c04,Archery,Archery,0.24250847101211548,0.19936388731002808,0.25062480568885803,0.22687390446662903,0.025568485260009766
v_Archery_g07_c05,Archery,Archery,0.258217990398407,0.20390237867832184,0.2558208405971527,0.2360123246908188,0.025139729181925457
v_Archery_g07_c06,Archery,Archery,0.25798457860946655,0.20158925652503967,0.2563575208187103,0.23510104417800903,0.025204261144002277
v_BabyCrawling_g01_c01,BabyCrawling,BabyCrawling,0.2566283643245697,0.18828478455543518,0.20910584926605225,0.21978643536567688,0.02310184637705485
v_BabyCrawling_g01_c02,BabyCrawling,BabyCrawling,0.2526601254940033,0.18677636981010437,0.20131903886795044,0.21603840589523315,0.024814168612162273
v_BabyCrawling_g01_c03,BabyCrawling,BabyCrawling,0.274658739566803,0.19299481809139252,0.20995847880840302,0.22905312478542328,0.024961471557617188
v_BabyCrawling_g01_c04,BabyCrawling,BabyCrawling,0.260760635137558,0.1858162134885788,0.19884046912193298,0.2183988392353058,0.024298369884490967
v_BabyCrawling_g02_c01,BabyCrawling,BabyCrawling,0.2356034815311432,0.1838960349559784,0.22345583140850067,0.212490975856781,0.024429500102996826
v_BabyCrawling_g02_c02,BabyCrawling,BabyCrawling,0.2469613254070282,0.1831139177083969,0.21634194254875183,0.21529847383499146,0.023963749408721924
v_BabyCrawling_g02_c03,BabyCrawling,BabyCrawling,0.257065087556839,0.18985512852668762,0.2132108509540558,0.22141027450561523,0.023811757564544678
v_BabyCrawling_g02_c04,BabyCrawling,BabyCrawling,0.27887290716171265,0.19922129809856415,0.22073057293891907,0.2353838086128235,0.02423548698425293
v_BabyCrawling_g02_c05,BabyCrawling,BabyCrawling,0.2749045193195343,0.2021465301513672,0.22349536418914795,0.23551949858665466,0.024858633677164715
v_BabyCrawling_g02_c06,BabyCrawling,BabyCrawling,0.2768874168395996,0.20094916224479675,0.21972933411598206,0.23508049547672272,0.023872852325439453
v_BabyCrawling_g03_c01,BabyCrawling,BabyCrawling,0.2901882827281952,0.1951640248298645,0.23842178285121918,0.24182528257369995,0.024376004934310913
v_BabyCrawling_g03_c02,BabyCrawling,BabyCrawling,0.27617359161376953,0.19248104095458984,0.22897285223007202,0.23325642943382263,0.02422302109854562
v_BabyCrawling_g03_c03,BabyCrawling,BabyCrawling,0.27915167808532715,0.1959763467311859,0.2424253523349762,0.2385362833738327,0.024131740842546736
v_BabyCrawling_g03_c04,BabyCrawling,BabyCrawling,0.2815099060535431,0.18990883231163025,0.21715769171714783,0.23199902474880219,0.024375881467546736
v_BabyCrawling_g04_c01,BabyCrawling,BabyCrawling,0.2867352366447449,0.1957189440727234,0.2069195955991745,0.23436559736728668,0.024203395843505858
v_BabyCrawling_g04_c02,BabyCrawling,BabyCrawling,0.26529520750045776,0.19583475589752197,0.21803507208824158,0.22805900871753693,0.02416515350341797
v_BabyCrawling_g04_c03,BabyCrawling,BabyCrawling,0.2725527584552765,0.19524887204170227,0.2193754017353058,0.23099572956562042,0.02519567807515462
v_BabyCrawling_g04_c04,BabyCrawling,BabyCrawling,0.23641088604927063,0.17228305339813232,0.1849815398454666,0.2004738748073578,0.023906026567731584
v_BabyCrawling_g05_c01,BabyCrawling,BabyCrawling,0.2762560248374939,0.2035273164510727,0.2119179368019104,0.23429691791534424,0.023530244827270508
v_BabyCrawling_g05_c02,BabyCrawling,BabyCrawling,0.29035142064094543,0.20333155989646912,0.21157220005989075,0.23978763818740845,0.023772171565464566
v_BabyCrawling_g05_c03,BabyCrawling,BabyCrawling,0.2880651354789734,0.20227369666099548,0.21265465021133423,0.23866647481918335,0.02385590076446533
v_BabyCrawling_g05_c04,BabyCrawling,BabyCrawling,0.29444700479507446,0.20548167824745178,0.2037583887577057,0.2407231479883194,0.025441259145736694
v_BabyCrawling_g05_c05,BabyCrawling,BabyCrawling,0.2751425504684448,0.20389121770858765,0.21629109978675842,0.2348717302083969,0.025914669036865234
v_BabyCrawling_g06_c01,BabyCrawling,BabyCrawling,0.2678656578063965,0.18540866672992706,0.21406741440296173,0.22412320971488953,0.023654018129621233
v_BabyCrawling_g06_c02,BabyCrawling,BabyCrawling,0.25808537006378174,0.1862708032131195,0.2070925384759903,0.2191609889268875,0.027648170789082844
v_BabyCrawling_g06_c03,BabyCrawling,BabyCrawling,0.26100242137908936,0.19352129101753235,0.2176559716463089,0.22534067928791046,0.02506889615740095
v_BabyCrawling_g06_c04,BabyCrawling,BabyCrawling,0.2687530815601349,0.18384462594985962,0.20474180579185486,0.22198744118213654,0.024870991706848145
v_BabyCrawling_g06_c05,BabyCrawling,BabyCrawling,0.2759321928024292,0.1896316409111023,0.2177421748638153,0.22977396845817566,0.024252441194322374
v_BabyCrawling_g06_c06,BabyCrawling,BabyCrawling,0.2842414975166321,0.19336628913879395,0.20982947945594788,0.23300901055335999,0.02398382533680309
v_BabyCrawling_g07_c01,BabyCrawling,BabyCrawling,0.28450632095336914,0.19303783774375916,0.22633743286132812,0.23628515005111694,0.02488412175859724
v_BabyCrawling_g07_c02,BabyCrawling,BabyCrawling,0.2567516267299652,0.1790994107723236,0.2617899775505066,0.22669842839241028,0.027168130874633788
v_BabyCrawling_g07_c03,BabyCrawling,BabyCrawling,0.26292598247528076,0.18297916650772095,0.25292232632637024,0.2289465218782425,0.025913675626118977
v_BabyCrawling_g07_c04,BabyCrawling,BabyCrawling,0.2636259198188782,0.18139205873012543,0.2482002079486847,0.22764723002910614,0.02582898736000061
v_BabyCrawling_g07_c05,BabyCrawling,BabyCrawling,0.26518112421035767,0.18809574842453003,0.2624475955963135,0.2338002622127533,0.028032827377319335
v_BabyCrawling_g07_c06,BabyCrawling,BabyCrawling,0.2678499221801758,0.18542899191379547,0.24634996056556702,0.23058155179023743,0.026601757322038923
v_BalanceBeam_g01_c01,BalanceBeam,UnevenBars,0.29227548837661743,0.26265662908554077,0.28169551491737366,0.27831196784973145,0.02831721305847168
v_BalanceBeam_g01_c02,BalanceBeam,UnevenBars,0.2821754515171051,0.26530271768569946,0.2872500717639923,0.2764412760734558,0.02755133310953776
v_BalanceBeam_g01_c03,BalanceBeam,UnevenBars,0.28412678837776184,0.2585437297821045,0.2782340347766876,0.2727150321006775,0.027940809726715088
v_BalanceBeam_g01_c04,BalanceBeam,UnevenBars,0.26051536202430725,0.2219879925251007,0.2511444687843323,0.24323023855686188,0.028504788875579834
v_BalanceBeam_g02_c01,BalanceBeam,UnevenBars,0.2662122845649719,0.2296735942363739,0.26691991090774536,0.2517383396625519,0.027866442998250324
v_BalanceBeam_g02_c02,BalanceBeam,UnevenBars,0.274802565574646,0.21872031688690186,0.2630763351917267,0.2500244081020355,0.024143218994140625
v_BalanceBeam_g02_c03,BalanceBeam,UnevenBars,0.26539504528045654,0.21555224061012268,0.2466420978307724,0.24170732498168945,0.026768088340759277
v_BalanceBeam_g02_c04,BalanceBeam,UnevenBars,0.26694363355636597,0.22256740927696228,0.25104087591171265,0.2460125982761383,0.02550978660583496
v_BalanceBeam_g03_c01,BalanceBeam,PommelHorse,0.27044832706451416,0.2371980845928192,0.24877122044563293,0.25281280279159546,0.024018117359706333
v_BalanceBeam_g03_c02,BalanceBeam,PommelHorse,0.27460992336273193,0.24305182695388794,0.24515874683856964,0.2560964524745941,0.02404874563217163
v_BalanceBeam_g03_c03,BalanceBeam,PommelHorse,0.28010106086730957,0.24019744992256165,0.2369222640991211,0.2555038630962372,0.024533510208129883
v_BalanceBeam_g03_c04,BalanceBeam,PommelHorse,0.26423293352127075,0.23835445940494537,0.23898181319236755,0.24883133172988892,0.026303688685099285
v_BalanceBeam_g04_c01,BalanceBeam,UnevenBars,0.26984262466430664,0.2262883484363556,0.2644902169704437,0.25135043263435364,0.023699522018432617
v_BalanceBeam_g04_c02,BalanceBeam,UnevenBars,0.25041040778160095,0.23505458235740662,0.2753770351409912,0.24926140904426575,0.025160610675811768
v_BalanceBeam_g04_c03,BalanceBeam,UnevenBars,0.25664961338043213,0.23285432159900665,0.2743544578552246,0.25067245960235596,0.02418053150177002
v_BalanceBeam_g04_c04,BalanceBeam,UnevenBars,0.2678280472755432,0.23833870887756348,0.28099769353866577,0.2586662471294403,0.025033187866210938
v_BalanceBeam_g05_c01,BalanceBeam,UnevenBars,0.26650553941726685,0.2239479124546051,0.2605099678039551,0.24828338623046875,0.02359408140182495
v_BalanceBeam_g05_c02,BalanceBeam,UnevenBars,0.2668863534927368,0.22977584600448608,0.257611483335495,0.2501871585845947,0.023987531661987305
v_BalanceBeam_g05_c03,BalanceBeam,UnevenBars,0.2817004323005676,0.214641273021698,0.2683590054512024,0.25220850110054016,0.023801982402801514
v_BalanceBeam_g05_c04,BalanceBeam,UnevenBars,0.27153030037879944,0.2368375062942505,0.27393320202827454,0.25813376903533936,0.02527352174123128
v_BalanceBeam_g06_c01,BalanceBeam,UnevenBars,0.2670002579689026,0.2324843406677246,0.2666360139846802,0.2531210482120514,0.024422049522399902
v_BalanceBeam_g06_c02,BalanceBeam,UnevenBars,0.2690799832344055,0.23129546642303467,0.25894373655319214,0.25193893909454346,0.0241355299949646
v_BalanceBeam_g06_c03,BalanceBeam,Diving,0.26335301995277405,0.2160944789648056,0.21072736382484436,0.2339244782924652,0.023274242877960205
v_BalanceBeam_g06_c04,BalanceBeam,ParallelBars,0.2518392503261566,0.2236562967300415,0.26410239934921265,0.24301868677139282,0.02371978759765625
v_BalanceBeam_g06_c05,BalanceBeam,UnevenBars,0.23235097527503967,0.2272198647260666,0.2302752286195755,0.22988338768482208,0.02404320240020752
v_BalanceBeam_g06_c06,BalanceBeam,UnevenBars,0.27682197093963623,0.2336210459470749,0.26638782024383545,0.2574547827243805,0.023480772972106934
v_BalanceBeam_g06_c07,BalanceBeam,UnevenBars,0.2717513144016266,0.23300907015800476,0.26261693239212036,0.2544275224208832,0.023673295974731445
