clip_id,label_name,predicted_class,intent_score,motion_score,object_score,final_score,num_frames,duration
v_ApplyEyeMakeup_g05_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.1712646484375,0.152587890625,0.1654052734375,0.16259765625,186,0.17824292182922363
v_ApplyEyeMakeup_g05_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.1873779296875,0.17041015625,0.149658203125,0.1729736328125,227,0.17701363563537598
v_ApplyEyeMakeup_g05_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.1680908203125,0.1546630859375,0.163818359375,0.161865234375,115,0.1802387237548828
v_ApplyEyeMakeup_g05_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.2030029296875,0.1705322265625,0.1651611328125,0.182373046875,235,0.17980623245239258
v_ApplyEyeMakeup_g06_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.1903076171875,0.1566162109375,0.176025390625,0.173828125,139,0.1782670021057129
v_ApplyEyeMakeup_g06_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.1866455078125,0.1590576171875,0.170166015625,0.1722412109375,139,0.18076109886169434
v_ApplyEyeMakeup_g06_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.2032470703125,0.1656494140625,0.1865234375,0.184814453125,245,0.17702794075012207
v_ApplyEyeMakeup_g06_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.1666259765625,0.149169921875,0.166259765625,0.15966796875,100,0.18124818801879883
v_ApplyEyeMakeup_g06_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.182861328125,0.1544189453125,0.1702880859375,0.1689453125,281,0.1776869297027588
v_ApplyEyeMakeup_g06_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.2081298828125,0.170654296875,0.185546875,0.1885986328125,146,0.17473793029785156
v_ApplyEyeMakeup_g06_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.2032470703125,0.159423828125,0.1766357421875,0.180419921875,167,0.18580293655395508
v_ApplyEyeMakeup_g07_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.1541748046875,0.14208984375,0.1441650390625,0.1473388671875,158,0.18341684341430664
v_ApplyEyeMakeup_g07_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.1324462890625,0.1112060546875,0.1219482421875,0.121826171875,168,0.17967724800109863
v_ApplyEyeMakeup_g07_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.1849365234375,0.174072265625,0.162353515625,0.176025390625,133,0.17702794075012207
v_ApplyEyeMakeup_g07_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.1842041015625,0.1778564453125,0.1688232421875,0.178466796875,142,0.1780409812927246
v_ApplyEyeMakeup_g07_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.1690673828125,0.1600341796875,0.1630859375,0.1641845703125,98,0.1781601905822754
v_ApplyEyeMakeup_g07_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.1878662109375,0.1824951171875,0.1536865234375,0.178955078125,162,0.1770491600036621
v_ApplyEyeMakeup_g07_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.1846923828125,0.16796875,0.1546630859375,0.1719970703125,114,0.17780828475952148
v_ApplyLipstick_g01_c01,ApplyLipstick,ApplyLipstick,0.13525390625,0.1175537109375,0.09698486328125,0.12054443359375,149,0.18918514251708984
v_ApplyLipstick_g01_c02,ApplyLipstick,ApplyLipstick,0.154541015625,0.1417236328125,0.11700439453125,0.1419677734375,160,0.17613792419433594
v_ApplyLipstick_g01_c03,ApplyLipstick,ApplyLipstick,0.1607666015625,0.118408203125,0.1015625,0.1319580078125,309,0.17760014533996582
v_ApplyLipstick_g01_c04,ApplyLipstick,ApplyLipstick,0.16748046875,0.1092529296875,0.12493896484375,0.1357421875,369,0.18184280395507812
v_ApplyLipstick_g01_c05,ApplyLipstick,ApplyLipstick,0.1756591796875,0.09375,0.1376953125,0.1353759765625,213,0.17537379264831543
v_ApplyLipstick_g02_c01,ApplyLipstick,ApplyEyeMakeup,0.173828125,0.149169921875,0.16552734375,0.1622314453125,127,0.1815626621246338
v_ApplyLipstick_g02_c02,ApplyLipstick,ApplyEyeMakeup,0.157470703125,0.1365966796875,0.168212890625,0.1512451171875,118,0.1783609390258789
v_ApplyLipstick_g02_c03,ApplyLipstick,ApplyEyeMakeup,0.169189453125,0.140869140625,0.15771484375,0.155517578125,98,0.17939305305480957
v_ApplyLipstick_g02_c04,ApplyLipstick,ApplyEyeMakeup,0.1832275390625,0.1622314453125,0.1563720703125,0.16943359375,185,0.17849206924438477
v_ApplyLipstick_g03_c01,ApplyLipstick,BlowingCandles,0.1702880859375,0.1524658203125,0.10040283203125,0.149169921875,180,0.18031525611877441
v_ApplyLipstick_g03_c02,ApplyLipstick,ApplyLipstick,0.11749267578125,0.089599609375,0.0985107421875,0.1025390625,108,0.1792459487915039
v_ApplyLipstick_g03_c03,ApplyLipstick,ApplyEyeMakeup,0.1602783203125,0.1754150390625,0.10125732421875,0.154541015625,154,0.17977499961853027
v_ApplyLipstick_g03_c04,ApplyLipstick,ApplyEyeMakeup,0.1622314453125,0.184814453125,0.09814453125,0.158447265625,142,0.17535686492919922
v_ApplyLipstick_g04_c01,ApplyLipstick,ApplyEyeMakeup,0.1337890625,0.1539306640625,0.09197998046875,0.133544921875,98,0.1763911247253418
v_ApplyLipstick_g04_c02,ApplyLipstick,ApplyEyeMakeup,0.1363525390625,0.14306640625,0.085205078125,0.1287841796875,144,0.18015432357788086
v_ApplyLipstick_g04_c03,ApplyLipstick,ApplyEyeMakeup,0.1407470703125,0.1434326171875,0.08770751953125,0.1312255859375,150,0.1780538558959961
v_ApplyLipstick_g04_c04,ApplyLipstick,ApplyEyeMakeup,0.1475830078125,0.157470703125,0.09783935546875,0.1416015625,258,0.17621707916259766
v_ApplyLipstick_g04_c05,ApplyLipstick,ApplyEyeMakeup,0.1636962890625,0.17138671875,0.09765625,0.153564453125,169,0.1785590648651123
v_ApplyLipstick_g05_c01,ApplyLipstick,ApplyLipstick,0.2054443359375,0.11724853515625,0.11968994140625,0.1529541015625,177,0.1789097785949707
v_ApplyLipstick_g05_c02,ApplyLipstick,ApplyLipstick,0.1839599609375,0.10650634765625,0.1112060546875,0.138427734375,154,0.1828751564025879
v_ApplyLipstick_g05_c03,ApplyLipstick,ApplyLipstick,0.1826171875,0.0982666015625,0.111083984375,0.134521484375,113,0.1766200065612793
v_ApplyLipstick_g05_c04,ApplyLipstick,ApplyEyeMakeup,0.1253662109375,0.12060546875,0.1396484375,0.1263427734375,120,0.1794121265411377
v_ApplyLipstick_g05_c05,ApplyLipstick,ApplyLipstick,0.1827392578125,0.1234130859375,0.12042236328125,0.1466064453125,156,0.1805098056793213
v_ApplyLipstick_g06_c01,ApplyLipstick,ApplyLipstick,0.16259765625,0.1270751953125,0.1112060546875,0.13818359375,460,0.17937874794006348
v_ApplyLipstick_g06_c02,ApplyLipstick,ApplyLipstick,0.19775390625,0.11163330078125,0.10589599609375,0.14501953125,249,0.17476916313171387
v_ApplyLipstick_g06_c03,ApplyLipstick,ApplyLipstick,0.1939697265625,0.121826171875,0.11627197265625,0.149658203125,153,0.17899298667907715
v_ApplyLipstick_g06_c04,ApplyLipstick,ApplyLipstick,0.1910400390625,0.1114501953125,0.12158203125,0.145263671875,523,0.17558503150939941
v_ApplyLipstick_g06_c05,ApplyLipstick,ApplyLipstick,0.1964111328125,0.1165771484375,0.1339111328125,0.1519775390625,321,0.17451071739196777
v_ApplyLipstick_g07_c01,ApplyLipstick,ApplyEyeMakeup,0.1756591796875,0.1639404296875,0.18310546875,0.17236328125,270,0.1777799129486084
v_ApplyLipstick_g07_c02,ApplyLipstick,ApplyEyeMakeup,0.1710205078125,0.160400390625,0.1787109375,0.1683349609375,125,0.17801499366760254
v_ApplyLipstick_g07_c03,ApplyLipstick,ApplyEyeMakeup,0.158203125,0.1417236328125,0.1519775390625,0.150390625,226,0.18200087547302246
v_ApplyLipstick_g07_c04,ApplyLipstick,ApplyEyeMakeup,0.146484375,0.143798828125,0.1578369140625,0.147705078125,163,0.17829394340515137
v_Archery_g01_c01,Archery,Archery,0.169921875,0.1304931640625,0.1773681640625,0.1556396484375,131,0.17730498313903809
v_Archery_g01_c02,Archery,Archery,0.1710205078125,0.1346435546875,0.19189453125,0.16064453125,142,0.18018317222595215
v_Archery_g01_c03,Archery,Archery,0.1651611328125,0.1337890625,0.1895751953125,0.157470703125,158,0.17721915245056152
v_Archery_g01_c04,Archery,Archery,0.164794921875,0.1314697265625,0.1864013671875,0.15576171875,125,0.1815779209136963
v_Archery_g01_c05,Archery,Archery,0.18359375,0.144287109375,0.1785888671875,0.166748046875,135,0.17832398414611816
v_Archery_g01_c06,Archery,Archery,0.18310546875,0.1441650390625,0.1781005859375,0.16650390625,108,0.17822480201721191
v_Archery_g01_c07,Archery,Archery,0.1702880859375,0.13037109375,0.1810302734375,0.156494140625,143,0.17724990844726562
v_Archery_g02_c01,Archery,Archery,0.1700439453125,0.1273193359375,0.18017578125,0.1549072265625,158,0.17608976364135742
v_Archery_g02_c02,Archery,Archery,0.1708984375,0.125732421875,0.1820068359375,0.155029296875,160,0.1777651309967041
v_Archery_g02_c03,Archery,Archery,0.169189453125,0.1309814453125,0.186767578125,0.157470703125,138,0.18036890029907227
v_Archery_g02_c04,Archery,Archery,0.1624755859375,0.1285400390625,0.175537109375,0.151611328125,109,0.17815208435058594
v_Archery_g02_c05,Archery,Archery,0.166015625,0.1319580078125,0.1845703125,0.1561279296875,127,0.17918992042541504
v_Archery_g02_c06,Archery,Archery,0.166259765625,0.1326904296875,0.18359375,0.1563720703125,113,0.18376874923706055
v_Archery_g02_c07,Archery,Archery,0.1632080078125,0.12744140625,0.1829833984375,0.15283203125,166,0.18104887008666992
v_Archery_g03_c01,Archery,Archery,0.175537109375,0.127197265625,0.181884765625,0.157470703125,150,0.17705774307250977
v_Archery_g03_c02,Archery,Archery,0.171875,0.125732421875,0.189208984375,0.1568603515625,176,0.1766960620880127
v_Archery_g03_c03,Archery,Archery,0.1610107421875,0.12481689453125,0.1739501953125,0.149169921875,125,0.17888498306274414
v_Archery_g03_c04,Archery,Archery,0.16845703125,0.12261962890625,0.18310546875,0.153076171875,138,0.17642498016357422
v_Archery_g03_c05,Archery,Archery,0.1627197265625,0.1204833984375,0.177734375,0.1488037109375,124,0.1819000244140625
v_Archery_g04_c01,Archery,Archery,0.163330078125,0.12457275390625,0.17138671875,0.1494140625,165,0.17881107330322266
v_Archery_g04_c02,Archery,Archery,0.172119140625,0.12841796875,0.1728515625,0.15478515625,173,0.18000102043151855
v_Archery_g04_c03,Archery,Archery,0.169677734375,0.1273193359375,0.1748046875,0.15380859375,140,0.17635297775268555
v_Archery_g04_c04,Archery,Archery,0.169189453125,0.1258544921875,0.1771240234375,0.1534423828125,135,0.18116092681884766
v_Archery_g04_c05,Archery,Archery,0.1727294921875,0.1318359375,0.177978515625,0.157470703125,149,0.1791071891784668
v_Archery_g05_c01,Archery,Archery,0.1640625,0.12060546875,0.171142578125,0.148193359375,455,0.17860198020935059
v_Archery_g05_c02,Archery,Archery,0.16748046875,0.12646484375,0.1727294921875,0.152099609375,557,0.17737507820129395
v_Archery_g05_c03,Archery,Archery,0.172119140625,0.122802734375,0.17626953125,0.1531982421875,488,0.1712191104888916
v_Archery_g05_c04,Archery,Archery,0.180908203125,0.1259765625,0.174072265625,0.1575927734375,51,0.17682814598083496
v_Archery_g05_c05,Archery,Archery,0.1844482421875,0.12139892578125,0.17626953125,0.1575927734375,196,0.18155384063720703
v_Archery_g06_c01,Archery,PlayingCello,0.1329345703125,0.1865234375,0.1563720703125,0.158935546875,81,0.16875815391540527
v_Archery_g06_c02,Archery,Archery,0.166015625,0.1331787109375,0.17578125,0.15478515625,116,0.18049311637878418
v_Archery_g06_c03,Archery,Archery,0.1558837890625,0.131591796875,0.1611328125,0.147216796875,87,0.16882586479187012
v_Archery_g06_c04,Archery,Archery,0.1650390625,0.125,0.16748046875,0.1495361328125,104,0.16897988319396973
v_Archery_g06_c05,Archery,Archery,0.1658935546875,0.128173828125,0.1661376953125,0.15087890625,130,0.18227481842041016
v_Archery_g06_c06,Archery,PlayingCello,0.1300048828125,0.176513671875,0.1552734375,0.1536865234375,132,0.18042397499084473
v_Archery_g07_c01,Archery,Archery,0.1805419921875,0.11761474609375,0.1849365234375,0.15625,91,0.17156004905700684
v_Archery_g07_c02,Archery,Archery,0.1746826171875,0.1180419921875,0.1851806640625,0.154052734375,72,0.16970491409301758
v_Archery_g07_c03,Archery,Archery,0.1748046875,0.12109375,0.1802978515625,0.154541015625,51,0.17331194877624512
v_Archery_g07_c04,Archery,Archery,0.173095703125,0.11944580078125,0.1795654296875,0.1529541015625,51,0.17043089866638184
v_Archery_g07_c05,Archery,Archery,0.1826171875,0.11676025390625,0.1798095703125,0.15576171875,64,0.1749720573425293
v_Archery_g07_c06,Archery,Archery,0.17431640625,0.11212158203125,0.1849365234375,0.151611328125,67,0.1712801456451416
v_BabyCrawling_g01_c01,BabyCrawling,BabyCrawling,0.178466796875,0.1297607421875,0.09796142578125,0.142822265625,165,0.18466782569885254
v_BabyCrawling_g01_c02,BabyCrawling,BabyCrawling,0.172119140625,0.11724853515625,0.0953369140625,0.134765625,165,0.19151687622070312
v_BabyCrawling_g01_c03,BabyCrawling,BabyCrawling,0.1810302734375,0.1002197265625,0.09375,0.1312255859375,156,0.18352007865905762
v_BabyCrawling_g01_c04,BabyCrawling,BabyCrawling,0.177734375,0.11383056640625,0.0936279296875,0.1353759765625,219,0.20126008987426758
v_BabyCrawling_g02_c01,BabyCrawling,BabyCrawling,0.16259765625,0.1190185546875,0.0855712890625,0.1297607421875,109,0.19961881637573242
v_BabyCrawling_g02_c02,BabyCrawling,BabyCrawling,0.15625,0.1220703125,0.09161376953125,0.129638671875,112,0.1996169090270996
v_BabyCrawling_g02_c03,BabyCrawling,BabyCrawling,0.1663818359375,0.12445068359375,0.091064453125,0.134521484375,117,0.19612407684326172
v_BabyCrawling_g02_c04,BabyCrawling,BabyCrawling,0.17431640625,0.121337890625,0.098876953125,0.137939453125,105,0.1875
v_BabyCrawling_g02_c05,BabyCrawling,BabyCrawling,0.175048828125,0.12225341796875,0.09710693359375,0.1383056640625,84,0.19437956809997559
v_BabyCrawling_g02_c06,BabyCrawling,BabyCrawling,0.1693115234375,0.120361328125,0.10296630859375,0.136474609375,190,0.1894519329071045
v_BabyCrawling_g03_c01,BabyCrawling,BabyCrawling,0.187744140625,0.1373291015625,0.10693359375,0.1513671875,215,0.1851048469543457
v_BabyCrawling_g03_c02,BabyCrawling,BabyCrawling,0.1929931640625,0.1395263671875,0.1009521484375,0.1531982421875,181,0.18414831161499023
v_BabyCrawling_g03_c03,BabyCrawling,BabyCrawling,0.1934814453125,0.1348876953125,0.10711669921875,0.15283203125,198,0.19465017318725586
v_BabyCrawling_g03_c04,BabyCrawling,BabyCrawling,0.197021484375,0.140380859375,0.10205078125,0.1553955078125,207,0.1815040111541748
v_BabyCrawling_g04_c01,BabyCrawling,BabyCrawling,0.1888427734375,0.126708984375,0.087890625,0.143798828125,127,0.17406797409057617
v_BabyCrawling_g04_c02,BabyCrawling,BabyCrawling,0.1669921875,0.11859130859375,0.0755615234375,0.1292724609375,178,0.1892380714416504
v_BabyCrawling_g04_c03,BabyCrawling,BabyCrawling,0.1712646484375,0.11785888671875,0.079345703125,0.1314697265625,159,0.18513917922973633
v_BabyCrawling_g04_c04,BabyCrawling,BabyCrawling,0.1982421875,0.125,0.08740234375,0.146728515625,204,0.1943039894104004
v_BabyCrawling_g05_c01,BabyCrawling,BabyCrawling,0.197265625,0.1282958984375,0.0994873046875,0.150146484375,221,0.1831820011138916
v_BabyCrawling_g05_c02,BabyCrawling,BabyCrawling,0.2034912109375,0.135986328125,0.107421875,0.1572265625,197,0.18356871604919434
v_BabyCrawling_g05_c03,BabyCrawling,BabyCrawling,0.2010498046875,0.128173828125,0.0938720703125,0.1505126953125,271,0.19473481178283691
v_BabyCrawling_g05_c04,BabyCrawling,BabyCrawling,0.197998046875,0.130615234375,0.10467529296875,0.15234375,230,0.17245221138000488
v_BabyCrawling_g05_c05,BabyCrawling,BabyCrawling,0.1905517578125,0.1260986328125,0.10467529296875,0.147705078125,159,0.18203997611999512
v_BabyCrawling_g06_c01,BabyCrawling,BabyCrawling,0.2054443359375,0.128662109375,0.08416748046875,0.150390625,198,0.18003010749816895
v_BabyCrawling_g06_c02,BabyCrawling,BabyCrawling,0.1961669921875,0.12384033203125,0.07867431640625,0.143798828125,167,0.18945002555847168
v_BabyCrawling_g06_c03,BabyCrawling,BabyCrawling,0.2203369140625,0.1424560546875,0.0953369140625,0.1641845703125,201,0.18423080444335938
v_BabyCrawling_g06_c04,BabyCrawling,BabyCrawling,0.1710205078125,0.10540771484375,0.0780029296875,0.126220703125,113,0.17754292488098145
v_BabyCrawling_g06_c05,BabyCrawling,BabyCrawling,0.213623046875,0.1322021484375,0.0848388671875,0.1552734375,258,0.18410491943359375
v_BabyCrawling_g06_c06,BabyCrawling,BabyCrawling,0.2139892578125,0.13232421875,0.0853271484375,0.155517578125,329,0.1885089874267578
v_BabyCrawling_g07_c01,BabyCrawling,BabyCrawling,0.197509765625,0.129150390625,0.10382080078125,0.1513671875,203,0.1847212314605713
v_BabyCrawling_g07_c02,BabyCrawling,BabyCrawling,0.1883544921875,0.1220703125,0.08941650390625,0.14208984375,145,0.17582225799560547
v_BabyCrawling_g07_c03,BabyCrawling,BabyCrawling,0.1905517578125,0.119140625,0.097412109375,0.1434326171875,171,0.174163818359375
v_BabyCrawling_g07_c04,BabyCrawling,BabyCrawling,0.18505859375,0.11480712890625,0.088134765625,0.1375732421875,215,0.17286992073059082
v_BabyCrawling_g07_c05,BabyCrawling,BabyCrawling,0.1910400390625,0.12408447265625,0.08746337890625,0.1434326171875,141,0.18378996849060059
v_BabyCrawling_g07_c06,BabyCrawling,BabyCrawling,0.1873779296875,0.1298828125,0.0872802734375,0.1444091796875,210,0.17712116241455078
v_BalanceBeam_g01_c01,BalanceBeam,UnevenBars,0.211669921875,0.1629638671875,0.2103271484375,0.19189453125,125,0.1825721263885498
v_BalanceBeam_g01_c02,BalanceBeam,UnevenBars,0.176513671875,0.1572265625,0.210205078125,0.175537109375,90,0.17651104927062988
v_BalanceBeam_g01_c03,BalanceBeam,UnevenBars,0.1793212890625,0.1507568359375,0.206298828125,0.17333984375,112,0.17452001571655273
v_BalanceBeam_g01_c04,BalanceBeam,PommelHorse,0.1737060546875,0.1573486328125,0.1668701171875,0.165771484375,111,0.17311501502990723
v_BalanceBeam_g02_c01,BalanceBeam,PommelHorse,0.1630859375,0.1568603515625,0.166259765625,0.1611328125,82,0.17433595657348633
v_BalanceBeam_g02_c02,BalanceBeam,PommelHorse,0.17578125,0.15283203125,0.1790771484375,0.167236328125,100,0.1752161979675293
v_BalanceBeam_g02_c03,BalanceBeam,PommelHorse,0.1607666015625,0.1607666015625,0.147705078125,0.158203125,60,0.17594599723815918
v_BalanceBeam_g02_c04,BalanceBeam,PommelHorse,0.171142578125,0.1612548828125,0.162109375,0.16552734375,133,0.17266201972961426
v_BalanceBeam_g03_c01,BalanceBeam,PommelHorse,0.1890869140625,0.1612548828125,0.1734619140625,0.1748046875,197,0.18479371070861816
v_BalanceBeam_g03_c02,BalanceBeam,PommelHorse,0.19775390625,0.161376953125,0.1785888671875,0.179443359375,105,0.1774599552154541
v_BalanceBeam_g03_c03,BalanceBeam,PommelHorse,0.1846923828125,0.1690673828125,0.172119140625,0.1759033203125,101,0.17274212837219238
v_BalanceBeam_g03_c04,BalanceBeam,PommelHorse,0.197509765625,0.1605224609375,0.1881103515625,0.1807861328125,75,0.17240595817565918
v_BalanceBeam_g04_c01,BalanceBeam,PommelHorse,0.1611328125,0.151123046875,0.16455078125,0.15771484375,120,0.17371273040771484
v_BalanceBeam_g04_c02,BalanceBeam,PommelHorse,0.1666259765625,0.151611328125,0.160888671875,0.159423828125,231,0.18436789512634277
v_BalanceBeam_g04_c03,BalanceBeam,PommelHorse,0.1644287109375,0.1497802734375,0.1663818359375,0.158935546875,160,0.17211389541625977
v_BalanceBeam_g04_c04,BalanceBeam,PommelHorse,0.1522216796875,0.1484375,0.143310546875,0.14892578125,131,0.18466520309448242
v_BalanceBeam_g05_c01,BalanceBeam,PommelHorse,0.1572265625,0.15087890625,0.158935546875,0.155029296875,95,0.1757659912109375
v_BalanceBeam_g05_c02,BalanceBeam,PommelHorse,0.1669921875,0.1475830078125,0.1627197265625,0.158203125,114,0.17649579048156738
v_BalanceBeam_g05_c03,BalanceBeam,PommelHorse,0.18798828125,0.165771484375,0.18115234375,0.177734375,111,0.1783888339996338
v_BalanceBeam_g05_c04,BalanceBeam,PommelHorse,0.17529296875,0.155029296875,0.172119140625,0.16650390625,180,0.18027591705322266
v_BalanceBeam_g06_c01,BalanceBeam,PommelHorse,0.179931640625,0.1318359375,0.1873779296875,0.162109375,106,0.17251873016357422
v_BalanceBeam_g06_c02,BalanceBeam,PommelHorse,0.209228515625,0.14990234375,0.2086181640625,0.1854248046875,118,0.18021869659423828
v_BalanceBeam_g06_c03,BalanceBeam,PommelHorse,0.1851806640625,0.1363525390625,0.1807861328125,0.164794921875,105,0.20147204399108887
v_BalanceBeam_g06_c04,BalanceBeam,PommelHorse,0.169189453125,0.1441650390625,0.171630859375,0.15966796875,120,0.2009739875793457
v_BalanceBeam_g06_c05,BalanceBeam,PommelHorse,0.194580078125,0.1539306640625,0.1934814453125,0.1781005859375,102,0.19716501235961914
v_BalanceBeam_g06_c06,BalanceBeam,PommelHorse,0.1973876953125,0.147216796875,0.2073974609375,0.179443359375,111,0.20440030097961426
v_BalanceBeam_g06_c07,BalanceBeam,PommelHorse,0.1856689453125,0.141845703125,0.1827392578125,0.16748046875,116,0.2022721767425537
v_BalanceBeam_g07_c01,BalanceBeam,FloorGymnastics,0.180908203125,0.1336669921875,0.1724853515625,0.160400390625,78,0.20349812507629395
v_BalanceBeam_g07_c02,BalanceBeam,PommelHorse,0.1981201171875,0.16552734375,0.1895751953125,0.183349609375,110,0.20693087577819824
v_BalanceBeam_g07_c03,BalanceBeam,PommelHorse,0.207763671875,0.1768798828125,0.1884765625,0.1915283203125,202,0.20220017433166504
v_BalanceBeam_g07_c04,BalanceBeam,PommelHorse,0.1663818359375,0.1630859375,0.1727294921875,0.1663818359375,107,0.21003293991088867
v_BandMarching_g01_c01,BandMarching,MilitaryParade,0.1824951171875,0.177490234375,0.128662109375,0.1697998046875,160,0.20288681983947754
v_BandMarching_g01_c02,BandMarching,MilitaryParade,0.183837890625,0.1778564453125,0.1328125,0.17138671875,162,0.20319676399230957
v_BandMarching_g01_c03,BandMarching,MilitaryParade,0.1640625,0.156494140625,0.12078857421875,0.15234375,151,0.20348811149597168
v_BandMarching_g01_c04,BandMarching,MilitaryParade,0.17138671875,0.16357421875,0.12493896484375,0.1590576171875,160,0.20095276832580566
v_BandMarching_g01_c05,BandMarching,MilitaryParade,0.1722412109375,0.1707763671875,0.1317138671875,0.16357421875,168,0.20220589637756348
v_BandMarching_g01_c06,BandMarching,MilitaryParade,0.1602783203125,0.1578369140625,0.12432861328125,0.152099609375,151,0.20036697387695312
