clip_id,label_name,predicted_class,final_score,num_frames,duration
v_ApplyEyeMakeup_g07_c01,ApplyEyeMakeup,ApplyEyeMakeup,0.20166015625,158,0.18245887756347656
v_ApplyEyeMakeup_g07_c02,ApplyEyeMakeup,ApplyEyeMakeup,0.17919921875,168,0.1813068389892578
v_ApplyEyeMakeup_g07_c03,ApplyEyeMakeup,ApplyEyeMakeup,0.22998046875,133,0.17494487762451172
v_ApplyEyeMakeup_g07_c04,ApplyEyeMakeup,ApplyEyeMakeup,0.232666015625,142,0.18068385124206543
v_ApplyEyeMakeup_g07_c05,ApplyEyeMakeup,ApplyEyeMakeup,0.2247314453125,98,0.17705798149108887
v_ApplyEyeMakeup_g07_c06,ApplyEyeMakeup,ApplyEyeMakeup,0.228271484375,162,0.1737079620361328
v_ApplyEyeMakeup_g07_c07,ApplyEyeMakeup,ApplyEyeMakeup,0.2305908203125,114,0.18942785263061523
v_ApplyLipstick_g01_c01,ApplyLipstick,BrushingTeeth,0.16650390625,149,0.17738008499145508
v_ApplyLipstick_g01_c02,ApplyLipstick,ApplyLipstick,0.1715087890625,160,0.1764380931854248
v_ApplyLipstick_g01_c03,ApplyLipstick,ApplyLipstick,0.1602783203125,309,0.1754448413848877
v_ApplyLipstick_g01_c04,ApplyLipstick,ApplyLipstick,0.1649169921875,369,0.17630791664123535
v_ApplyLipstick_g01_c05,ApplyLipstick,ApplyLipstick,0.178955078125,213,0.17379975318908691
v_ApplyLipstick_g02_c01,ApplyLipstick,ApplyEyeMakeup,0.18994140625,127,0.17569184303283691
v_ApplyLipstick_g02_c02,ApplyLipstick,ApplyEyeMakeup,0.1883544921875,118,0.17775702476501465
v_ApplyLipstick_g02_c03,ApplyLipstick,ApplyEyeMakeup,0.1817626953125,98,0.17223095893859863
v_ApplyLipstick_g02_c04,ApplyLipstick,ApplyLipstick,0.1954345703125,185,0.1792750358581543
v_ApplyLipstick_g03_c01,ApplyLipstick,BlowingCandles,0.149658203125,180,0.18652009963989258
v_ApplyLipstick_g03_c02,ApplyLipstick,ApplyLipstick,0.1416015625,108,0.17892789840698242
v_ApplyLipstick_g03_c03,ApplyLipstick,ApplyEyeMakeup,0.1820068359375,154,0.18497920036315918
v_ApplyLipstick_g03_c04,ApplyLipstick,ApplyEyeMakeup,0.186767578125,142,0.18057799339294434
v_ApplyLipstick_g04_c01,ApplyLipstick,ApplyEyeMakeup,0.1700439453125,98,0.1814868450164795
v_ApplyLipstick_g04_c02,ApplyLipstick,ApplyEyeMakeup,0.1668701171875,144,0.1734619140625
v_ApplyLipstick_g04_c03,ApplyLipstick,ApplyEyeMakeup,0.159423828125,150,0.17405104637145996
v_ApplyLipstick_g04_c04,ApplyLipstick,ApplyEyeMakeup,0.1817626953125,258,0.1777029037475586
v_ApplyLipstick_g04_c05,ApplyLipstick,ApplyEyeMakeup,0.186279296875,169,0.17221498489379883
v_ApplyLipstick_g05_c01,ApplyLipstick,ApplyEyeMakeup,0.186767578125,177,0.17710113525390625
v_ApplyLipstick_g05_c02,ApplyLipstick,ApplyEyeMakeup,0.1619873046875,154,0.17344379425048828
v_ApplyLipstick_g05_c03,ApplyLipstick,ApplyEyeMakeup,0.1763916015625,113,0.1769270896911621
v_ApplyLipstick_g05_c04,ApplyLipstick,ApplyEyeMakeup,0.1690673828125,120,0.18926620483398438
v_ApplyLipstick_g05_c05,ApplyLipstick,ApplyLipstick,0.1434326171875,156,0.1767289638519287
v_ApplyLipstick_g06_c01,ApplyLipstick,ApplyEyeMakeup,0.1485595703125,460,0.17440390586853027
v_ApplyLipstick_g06_c02,ApplyLipstick,BrushingTeeth,0.164306640625,249,0.18323707580566406
v_ApplyLipstick_g06_c03,ApplyLipstick,BrushingTeeth,0.1663818359375,153,0.1832277774810791
v_ApplyLipstick_g06_c04,ApplyLipstick,ApplyLipstick,0.1722412109375,523,0.1724252700805664
v_ApplyLipstick_g06_c05,ApplyLipstick,ApplyEyeMakeup,0.18994140625,321,0.17704129219055176
v_ApplyLipstick_g07_c01,ApplyLipstick,ApplyEyeMakeup,0.2152099609375,270,0.17703890800476074
v_ApplyLipstick_g07_c02,ApplyLipstick,ApplyEyeMakeup,0.2198486328125,125,0.17462897300720215
v_ApplyLipstick_g07_c03,ApplyLipstick,ApplyLipstick,0.194091796875,226,0.17449712753295898
v_ApplyLipstick_g07_c04,ApplyLipstick,ApplyEyeMakeup,0.187744140625,163,0.17551469802856445
v_Archery_g01_c01,Archery,Archery,0.245849609375,131,0.176285982131958
v_Archery_g01_c02,Archery,Archery,0.2489013671875,142,0.1782221794128418
v_Archery_g01_c03,Archery,Archery,0.247802734375,158,0.1862802505493164
v_Archery_g01_c04,Archery,Archery,0.247802734375,125,0.18182778358459473
v_Archery_g01_c05,Archery,Archery,0.2457275390625,135,0.18049407005310059
v_Archery_g01_c06,Archery,Archery,0.2442626953125,108,0.18218302726745605
v_Archery_g01_c07,Archery,Archery,0.246826171875,143,0.17451167106628418
v_Archery_g02_c01,Archery,Archery,0.240966796875,158,0.1803278923034668
v_Archery_g02_c02,Archery,Archery,0.2432861328125,160,0.17607378959655762
v_Archery_g02_c03,Archery,Archery,0.2452392578125,138,0.17638826370239258
v_Archery_g02_c04,Archery,Archery,0.2376708984375,109,0.1829519271850586
v_Archery_g02_c05,Archery,Archery,0.2408447265625,127,0.17999696731567383
v_Archery_g02_c06,Archery,Archery,0.2445068359375,113,0.18674206733703613
v_Archery_g02_c07,Archery,Archery,0.240478515625,166,0.1796882152557373
v_Archery_g03_c01,Archery,Archery,0.2486572265625,150,0.17652606964111328
v_Archery_g03_c02,Archery,Archery,0.247802734375,176,0.1714329719543457
v_Archery_g03_c03,Archery,Archery,0.2412109375,125,0.17325806617736816
v_Archery_g03_c04,Archery,Archery,0.2457275390625,138,0.17313098907470703
v_Archery_g03_c05,Archery,Archery,0.2401123046875,124,0.1729130744934082
v_Archery_g04_c01,Archery,Archery,0.243408203125,165,0.17464709281921387
v_Archery_g04_c02,Archery,Archery,0.2457275390625,173,0.1760420799255371
v_Archery_g04_c03,Archery,Archery,0.246337890625,140,0.17587900161743164
v_Archery_g04_c04,Archery,Archery,0.2454833984375,135,0.17531800270080566
v_Archery_g04_c05,Archery,Archery,0.250732421875,149,0.17851901054382324
v_Archery_g05_c01,Archery,Archery,0.2412109375,455,0.17695188522338867
v_Archery_g05_c02,Archery,Archery,0.2393798828125,557,0.17608022689819336
v_Archery_g05_c03,Archery,Archery,0.23828125,488,0.17438006401062012
v_Archery_g05_c04,Archery,Archery,0.237060546875,51,0.17925190925598145
v_Archery_g05_c05,Archery,Archery,0.237060546875,196,0.17653107643127441
v_Archery_g06_c01,Archery,Archery,0.2308349609375,81,0.17548608779907227
v_Archery_g06_c02,Archery,Archery,0.2374267578125,116,0.1713263988494873
v_Archery_g06_c03,Archery,Archery,0.2310791015625,87,0.17330098152160645
v_Archery_g06_c04,Archery,Archery,0.2376708984375,104,0.17538690567016602
v_Archery_g06_c05,Archery,Archery,0.236328125,130,0.17614316940307617
v_Archery_g06_c06,Archery,Archery,0.2342529296875,132,0.1782526969909668
v_Archery_g07_c01,Archery,Archery,0.251220703125,91,0.17499494552612305
v_Archery_g07_c02,Archery,Archery,0.250732421875,72,0.18478608131408691
v_Archery_g07_c03,Archery,Archery,0.2490234375,51,0.1801459789276123
v_Archery_g07_c04,Archery,Archery,0.2471923828125,51,0.17755699157714844
v_Archery_g07_c05,Archery,Archery,0.248779296875,64,0.17449021339416504
v_Archery_g07_c06,Archery,Archery,0.247802734375,67,0.17015504837036133
v_BabyCrawling_g01_c01,BabyCrawling,BabyCrawling,0.20703125,165,0.17725896835327148
v_BabyCrawling_g01_c02,BabyCrawling,BabyCrawling,0.2054443359375,165,0.1758408546447754
v_BabyCrawling_g01_c03,BabyCrawling,BabyCrawling,0.201416015625,156,0.18014287948608398
v_BabyCrawling_g01_c04,BabyCrawling,BabyCrawling,0.2086181640625,219,0.1722097396850586
v_BabyCrawling_g02_c01,BabyCrawling,BabyCrawling,0.201904296875,109,0.17079710960388184
v_BabyCrawling_g02_c02,BabyCrawling,BabyCrawling,0.2017822265625,112,0.1826622486114502
v_BabyCrawling_g02_c03,BabyCrawling,BabyCrawling,0.2042236328125,117,0.18142390251159668
v_BabyCrawling_g02_c04,BabyCrawling,BabyCrawling,0.2032470703125,105,0.176116943359375
v_BabyCrawling_g02_c05,BabyCrawling,BabyCrawling,0.1982421875,84,0.18039870262145996
v_BabyCrawling_g02_c06,BabyCrawling,BabyCrawling,0.2010498046875,190,0.17567181587219238
v_BabyCrawling_g03_c01,BabyCrawling,BabyCrawling,0.212890625,215,0.17406988143920898
v_BabyCrawling_g03_c02,BabyCrawling,BabyCrawling,0.2119140625,181,0.18174386024475098
v_BabyCrawling_g03_c03,BabyCrawling,BabyCrawling,0.2100830078125,198,0.1708822250366211
v_BabyCrawling_g03_c04,BabyCrawling,BabyCrawling,0.220458984375,207,0.1842029094696045
v_BabyCrawling_g04_c01,BabyCrawling,BabyCrawling,0.2078857421875,127,0.18099188804626465
v_BabyCrawling_g04_c02,BabyCrawling,BabyCrawling,0.1922607421875,178,0.17879915237426758
v_BabyCrawling_g04_c03,BabyCrawling,BabyCrawling,0.1961669921875,159,0.17420220375061035
v_BabyCrawling_g04_c04,BabyCrawling,BabyCrawling,0.22705078125,204,0.1922290325164795
v_BabyCrawling_g05_c01,BabyCrawling,BabyCrawling,0.216064453125,221,0.17943191528320312
v_BabyCrawling_g05_c02,BabyCrawling,BabyCrawling,0.2283935546875,197,0.1777031421661377
v_BabyCrawling_g05_c03,BabyCrawling,BabyCrawling,0.21728515625,271,0.17380571365356445
v_BabyCrawling_g05_c04,BabyCrawling,BabyCrawling,0.2196044921875,230,0.1859750747680664
v_BabyCrawling_g05_c05,BabyCrawling,BabyCrawling,0.2086181640625,159,0.17650175094604492
v_BabyCrawling_g06_c01,BabyCrawling,BabyCrawling,0.21923828125,198,0.1809549331665039
v_BabyCrawling_g06_c02,BabyCrawling,BabyCrawling,0.2076416015625,167,0.17574191093444824
v_BabyCrawling_g06_c03,BabyCrawling,BabyCrawling,0.231689453125,201,0.18949294090270996
v_BabyCrawling_g06_c04,BabyCrawling,BabyCrawling,0.197265625,113,0.178391695022583
v_BabyCrawling_g06_c05,BabyCrawling,BabyCrawling,0.214599609375,258,0.1764512062072754
v_BabyCrawling_g06_c06,BabyCrawling,BabyCrawling,0.20849609375,329,0.18500804901123047
v_BabyCrawling_g07_c01,BabyCrawling,BabyCrawling,0.22119140625,203,0.18239307403564453
v_BabyCrawling_g07_c02,BabyCrawling,BabyCrawling,0.20361328125,145,0.1750500202178955
v_BabyCrawling_g07_c03,BabyCrawling,BabyCrawling,0.208984375,171,0.1759486198425293
v_BabyCrawling_g07_c04,BabyCrawling,BabyCrawling,0.2086181640625,215,0.17235803604125977
v_BabyCrawling_g07_c05,BabyCrawling,BabyCrawling,0.21435546875,141,0.1837611198425293
v_BabyCrawling_g07_c06,BabyCrawling,BabyCrawling,0.20849609375,210,0.17409682273864746
v_BalanceBeam_g01_c01,BalanceBeam,UnevenBars,0.2125244140625,125,0.18044590950012207
v_BalanceBeam_g01_c02,BalanceBeam,UnevenBars,0.196533203125,90,0.17711305618286133
v_BalanceBeam_g01_c03,BalanceBeam,UnevenBars,0.1827392578125,112,0.17473530769348145
v_BalanceBeam_g01_c04,BalanceBeam,PommelHorse,0.19091796875,111,0.1758100986480713
v_BalanceBeam_g02_c01,BalanceBeam,PommelHorse,0.1796875,82,0.17604613304138184
v_BalanceBeam_g02_c02,BalanceBeam,PommelHorse,0.1846923828125,100,0.17769217491149902
v_BalanceBeam_g02_c03,BalanceBeam,PommelHorse,0.1793212890625,60,0.1765000820159912
v_BalanceBeam_g02_c04,BalanceBeam,PommelHorse,0.192138671875,133,0.17868494987487793
v_BalanceBeam_g03_c01,BalanceBeam,UnevenBars,0.19384765625,197,0.17633605003356934
v_BalanceBeam_g03_c02,BalanceBeam,PommelHorse,0.189697265625,105,0.1772310733795166
v_BalanceBeam_g03_c03,BalanceBeam,PommelHorse,0.18701171875,101,0.17989301681518555
v_BalanceBeam_g03_c04,BalanceBeam,PommelHorse,0.19873046875,75,0.17858576774597168
v_BalanceBeam_g04_c01,BalanceBeam,PommelHorse,0.1767578125,120,0.18004822731018066
v_BalanceBeam_g04_c02,BalanceBeam,PommelHorse,0.17236328125,231,0.17597413063049316
v_BalanceBeam_g04_c03,BalanceBeam,PommelHorse,0.1749267578125,160,0.17905116081237793
v_BalanceBeam_g04_c04,BalanceBeam,PommelHorse,0.153076171875,131,0.17989778518676758
v_BalanceBeam_g05_c01,BalanceBeam,PommelHorse,0.173095703125,95,0.17626690864562988
v_BalanceBeam_g05_c02,BalanceBeam,PommelHorse,0.18701171875,114,0.17507195472717285
v_BalanceBeam_g05_c03,BalanceBeam,PommelHorse,0.199462890625,111,0.1846330165863037
v_BalanceBeam_g05_c04,BalanceBeam,PommelHorse,0.17724609375,180,0.1858828067779541
v_BalanceBeam_g06_c01,BalanceBeam,PommelHorse,0.1917724609375,106,0.18341779708862305
v_BalanceBeam_g06_c02,BalanceBeam,PommelHorse,0.214599609375,118,0.17647409439086914
v_BalanceBeam_g06_c03,BalanceBeam,PommelHorse,0.1846923828125,105,0.1795971393585205
v_BalanceBeam_g06_c04,BalanceBeam,PommelHorse,0.1785888671875,120,0.1799302101135254
v_BalanceBeam_g06_c05,BalanceBeam,PommelHorse,0.193359375,102,0.17975616455078125
v_BalanceBeam_g06_c06,BalanceBeam,PommelHorse,0.2093505859375,111,0.18322181701660156
v_BalanceBeam_g06_c07,BalanceBeam,PommelHorse,0.1951904296875,116,0.18643999099731445
v_BalanceBeam_g07_c01,BalanceBeam,PommelHorse,0.1717529296875,78,0.18162298202514648
v_BalanceBeam_g07_c02,BalanceBeam,PommelHorse,0.2021484375,110,0.1878819465637207
v_BalanceBeam_g07_c03,BalanceBeam,PommelHorse,0.206298828125,202,0.17690229415893555
v_BalanceBeam_g07_c04,BalanceBeam,PommelHorse,0.1795654296875,107,0.1734468936920166
v_BandMarching_g01_c01,BandMarching,BandMarching,0.18896484375,160,0.18908095359802246
v_BandMarching_g01_c02,BandMarching,BandMarching,0.1888427734375,162,0.17485284805297852
v_BandMarching_g01_c03,BandMarching,BandMarching,0.17138671875,151,0.17616724967956543
v_BandMarching_g01_c04,BandMarching,BandMarching,0.175537109375,160,0.17659211158752441
v_BandMarching_g01_c05,BandMarching,BandMarching,0.181884765625,168,0.17506003379821777
v_BandMarching_g01_c06,BandMarching,BandMarching,0.175537109375,151,0.1783609390258789
v_BandMarching_g01_c07,BandMarching,BandMarching,0.1773681640625,110,0.17659497261047363
v_BandMarching_g02_c01,BandMarching,BandMarching,0.177734375,156,0.17254137992858887
v_BandMarching_g02_c02,BandMarching,BandMarching,0.177734375,156,0.17866230010986328
v_BandMarching_g02_c03,BandMarching,BandMarching,0.1796875,123,0.1844329833984375
v_BandMarching_g02_c04,BandMarching,BandMarching,0.181640625,122,0.1830158233642578
v_BandMarching_g02_c05,BandMarching,BandMarching,0.181884765625,123,0.18711495399475098
v_BandMarching_g02_c06,BandMarching,BandMarching,0.1832275390625,125,0.17673230171203613
v_BandMarching_g02_c07,BandMarching,BandMarching,0.189208984375,145,0.18214678764343262
v_BandMarching_g03_c01,BandMarching,BandMarching,0.181884765625,405,0.17779898643493652
v_BandMarching_g03_c02,BandMarching,BandMarching,0.1751708984375,335,0.18067574501037598
v_BandMarching_g03_c03,BandMarching,BandMarching,0.1868896484375,284,0.17545294761657715
v_BandMarching_g03_c04,BandMarching,BandMarching,0.173828125,471,0.17709708213806152
v_BandMarching_g03_c05,BandMarching,BandMarching,0.177734375,270,0.1754438877105713
v_BandMarching_g03_c06,BandMarching,BandMarching,0.1513671875,414,0.18906307220458984
v_BandMarching_g03_c07,BandMarching,BandMarching,0.1707763671875,249,0.17572879791259766
v_BandMarching_g04_c01,BandMarching,BandMarching,0.1953125,448,0.17850112915039062
v_BandMarching_g04_c02,BandMarching,BandMarching,0.16943359375,210,0.1772441864013672
v_BandMarching_g04_c03,BandMarching,BandMarching,0.167724609375,195,0.1760110855102539
v_BandMarching_g04_c04,BandMarching,BandMarching,0.171630859375,167,0.17722606658935547
v_BandMarching_g05_c01,BandMarching,BandMarching,0.1903076171875,47,0.17707419395446777
v_BandMarching_g05_c02,BandMarching,BandMarching,0.18212890625,84,0.17917490005493164
v_BandMarching_g05_c03,BandMarching,BandMarching,0.19287109375,149,0.17783689498901367
v_BandMarching_g05_c04,BandMarching,BandMarching,0.187744140625,89,0.17589497566223145
v_BandMarching_g05_c05,BandMarching,BandMarching,0.1881103515625,65,0.17861700057983398
v_BandMarching_g05_c06,BandMarching,BandMarching,0.1749267578125,79,0.17334890365600586
v_BandMarching_g05_c07,BandMarching,BandMarching,0.1875,62,0.17778682708740234
v_BandMarching_g06_c01,BandMarching,BandMarching,0.188720703125,68,0.1843268871307373
v_BandMarching_g06_c02,BandMarching,BandMarching,0.1873779296875,152,0.18594098091125488
v_BandMarching_g06_c03,BandMarching,BandMarching,0.17822265625,105,0.1813030242919922
v_BandMarching_g06_c04,BandMarching,BandMarching,0.178955078125,118,0.1801929473876953
v_BandMarching_g07_c01,BandMarching,BandMarching,0.200927734375,70,0.18772006034851074
v_BandMarching_g07_c02,BandMarching,BandMarching,0.18310546875,102,0.18785405158996582
v_BandMarching_g07_c03,BandMarching,BandMarching,0.1929931640625,105,0.17814135551452637
v_BandMarching_g07_c04,BandMarching,BandMarching,0.190673828125,132,0.18836498260498047
v_BandMarching_g07_c05,BandMarching,BandMarching,0.1942138671875,117,0.1851339340209961
v_BandMarching_g07_c06,BandMarching,BandMarching,0.185546875,146,0.18653321266174316
v_BandMarching_g07_c07,BandMarching,BandMarching,0.185546875,146,0.17912602424621582
v_BaseballPitch_g01_c01,BaseballPitch,BaseballPitch,0.1578369140625,107,0.18294906616210938
v_BaseballPitch_g01_c02,BaseballPitch,BaseballPitch,0.17333984375,94,0.18073821067810059
v_BaseballPitch_g01_c03,BaseballPitch,BaseballPitch,0.1739501953125,103,0.17728281021118164
v_BaseballPitch_g01_c04,BaseballPitch,BaseballPitch,0.18505859375,105,0.18039608001708984
v_BaseballPitch_g01_c05,BaseballPitch,FrisbeeCatch,0.1551513671875,91,0.18687796592712402
v_BaseballPitch_g01_c06,BaseballPitch,BaseballPitch,0.146728515625,101,0.1900029182434082
v_BaseballPitch_g02_c01,BaseballPitch,BaseballPitch,0.2076416015625,79,0.19286823272705078
v_BaseballPitch_g02_c02,BaseballPitch,BaseballPitch,0.2049560546875,72,0.1825871467590332
v_BaseballPitch_g02_c03,BaseballPitch,BaseballPitch,0.218505859375,76,0.18050575256347656
v_BaseballPitch_g02_c04,BaseballPitch,BaseballPitch,0.20654296875,85,0.18195772171020508
v_BaseballPitch_g03_c01,BaseballPitch,BaseballPitch,0.207763671875,87,0.17483782768249512
v_BaseballPitch_g03_c02,BaseballPitch,BaseballPitch,0.18994140625,120,0.1795210838317871
v_BaseballPitch_g03_c03,BaseballPitch,BaseballPitch,0.183349609375,88,0.1784358024597168
v_BaseballPitch_g03_c04,BaseballPitch,BaseballPitch,0.20703125,80,0.17696928977966309
v_BaseballPitch_g03_c05,BaseballPitch,BaseballPitch,0.204345703125,70,0.1757819652557373
v_BaseballPitch_g03_c06,BaseballPitch,BaseballPitch,0.211669921875,76,0.17509722709655762
v_BaseballPitch_g03_c07,BaseballPitch,BaseballPitch,0.211181640625,97,0.18075275421142578
v_BaseballPitch_g04_c01,BaseballPitch,BaseballPitch,0.1881103515625,213,0.18221116065979004
v_BaseballPitch_g04_c02,BaseballPitch,BaseballPitch,0.195556640625,114,0.17938494682312012
v_BaseballPitch_g04_c03,BaseballPitch,BaseballPitch,0.2003173828125,99,0.17586088180541992
v_BaseballPitch_g04_c04,BaseballPitch,BaseballPitch,0.1953125,118,0.17551207542419434
v_BaseballPitch_g04_c05,BaseballPitch,BaseballPitch,0.1929931640625,116,0.1791067123413086
v_BaseballPitch_g05_c01,BaseballPitch,BaseballPitch,0.214599609375,118,0.17957830429077148
v_BaseballPitch_g05_c02,BaseballPitch,BaseballPitch,0.214599609375,94,0.17844676971435547
v_BaseballPitch_g05_c03,BaseballPitch,BaseballPitch,0.21826171875,91,0.17518210411071777
v_BaseballPitch_g05_c04,BaseballPitch,BaseballPitch,0.21337890625,116,0.17723679542541504
v_BaseballPitch_g05_c05,BaseballPitch,BaseballPitch,0.2098388671875,72,0.1760249137878418
v_BaseballPitch_g05_c06,BaseballPitch,BaseballPitch,0.2098388671875,116,0.1760997772216797
v_BaseballPitch_g05_c07,BaseballPitch,BaseballPitch,0.2239990234375,70,0.1729421615600586
v_BaseballPitch_g06_c01,BaseballPitch,BaseballPitch,0.20166015625,99,0.18386387825012207
v_BaseballPitch_g06_c02,BaseballPitch,BaseballPitch,0.2127685546875,87,0.18691611289978027
v_BaseballPitch_g06_c03,BaseballPitch,BaseballPitch,0.2039794921875,105,0.17460298538208008
v_BaseballPitch_g06_c04,BaseballPitch,BaseballPitch,0.2095947265625,47,0.17890667915344238
v_BaseballPitch_g06_c05,BaseballPitch,BaseballPitch,0.215087890625,63,0.1809091567993164
v_BaseballPitch_g06_c06,BaseballPitch,BaseballPitch,0.216064453125,61,0.18681097030639648
v_BaseballPitch_g06_c07,BaseballPitch,BaseballPitch,0.2158203125,81,0.1824650764465332
v_BaseballPitch_g07_c01,BaseballPitch,BaseballPitch,0.2034912109375,65,0.17683720588684082
v_BaseballPitch_g07_c02,BaseballPitch,BaseballPitch,0.19775390625,135,0.17915916442871094
v_BaseballPitch_g07_c03,BaseballPitch,BaseballPitch,0.1998291015625,78,0.18048405647277832
v_BaseballPitch_g07_c04,BaseballPitch,BaseballPitch,0.2093505859375,87,0.17882800102233887
v_BaseballPitch_g07_c05,BaseballPitch,BaseballPitch,0.2071533203125,70,0.17962193489074707
v_BaseballPitch_g07_c06,BaseballPitch,BaseballPitch,0.205078125,78,0.18497204780578613
v_BaseballPitch_g07_c07,BaseballPitch,BaseballPitch,0.1998291015625,80,0.17655682563781738
v_Basketball_g01_c01,Basketball,BasketballDunk,0.168701171875,141,0.17870402336120605
v_Basketball_g01_c02,Basketball,BasketballDunk,0.186767578125,180,0.17863917350769043
v_Basketball_g01_c03,Basketball,BasketballDunk,0.1962890625,206,0.17611098289489746
v_Basketball_g01_c04,Basketball,BasketballDunk,0.1741943359375,108,0.17962098121643066
v_Basketball_g01_c05,Basketball,BasketballDunk,0.177978515625,141,0.1821608543395996
v_Basketball_g01_c06,Basketball,BasketballDunk,0.18212890625,148,0.17706704139709473
v_Basketball_g01_c07,Basketball,BasketballDunk,0.1905517578125,100,0.18726515769958496
v_Basketball_g02_c01,Basketball,Basketball,0.1812744140625,53,0.1885240077972412
v_Basketball_g02_c02,Basketball,Basketball,0.1688232421875,56,0.18534588813781738
v_Basketball_g02_c03,Basketball,Basketball,0.168701171875,112,0.17644596099853516
v_Basketball_g02_c04,Basketball,Basketball,0.1678466796875,80,0.18830609321594238
